Time (min),Temperature (°C),Heat Flow (W/g)
63.87,176.96,-0.0030282197
63.88,176.96,-0.0030270970
63.88,176.96,-0.0030257916
63.88,176.96,-0.0030226955
63.88,176.96,-0.0030198865
63.88,176.96,-0.0030169492
63.88,176.96,-0.0030144951
63.89,176.96,-0.0030123587
63.89,176.96,-0.0030103645
63.89,176.96,-0.0030095503
63.89,176.96,-0.0030096297
63.89,176.96,-0.0030103698
63.89,176.96,-0.0030116549
63.89,176.96,-0.0030122981
63.9,176.96,-0.0030123632
63.9,176.96,-0.0030121419
63.9,176.96,-0.0030112901
63.9,176.96,-0.0030112834
63.9,176.96,-0.0030106070
63.91,176.96,-0.0030102122
63.91,176.96,-0.0030092547
63.91,176.96,-0.0030084460
63.91,176.96,-0.0030068140
63.91,176.96,-0.0030055413
63.91,176.96,-0.0030059476
63.91,176.96,-0.0030062904
63.92,176.96,-0.0030062425
63.92,176.96,-0.0030066478
63.92,176.96,-0.0030078914
63.92,176.96,-0.0030095997
63.92,176.96,-0.0030100555
63.93,176.96,-0.0030112255
63.93,176.96,-0.0030125237
63.93,176.96,-0.0030117948
63.93,176.96,-0.0030107358
63.93,176.96,-0.0030101123
63.93,176.96,-0.0030079331
63.94,176.96,-0.0030067737
63.94,176.96,-0.0030057280
63.94,176.96,-0.0030046165
63.94,176.96,-0.0030036013
63.94,176.96,-0.0030012071
63.94,176.96,-0.0030009677
63.94,176.96,-0.0030021918
63.95,176.96,-0.0030032389
63.95,176.96,-0.0030036232
63.95,176.96,-0.0030041556
63.95,176.96,-0.0030037589
63.95,176.96,-0.0030046048
63.96,176.96,-0.0030051262
63.96,176.96,-0.0030060937
63.96,176.96,-0.0030069699
63.96,176.96,-0.0030074646
63.96,176.96,-0.0030067723
63.96,176.96,-0.0030062177
63.96,176.96,-0.0030063348
63.97,176.96,-0.0030058084
63.97,176.96,-0.0030057087
63.97,176.96,-0.0030053322
63.97,176.96,-0.0030042374
63.97,176.96,-0.0030028756
63.98,176.96,-0.0030014291
63.98,176.96,-0.0030005972
63.98,176.96,-0.0029999495
63.98,176.96,-0.0029995949
63.98,176.96,-0.0030001769
63.98,176.96,-0.0030007365
63.99,176.96,-0.0030012619
63.99,176.96,-0.0030019426
63.99,176.96,-0.0030027454
63.99,176.96,-0.0030027492
63.99,176.96,-0.0030033967
63.99,176.96,-0.0030039392
63.99,176.96,-0.0030041609
64,176.96,-0.0030045743
64,176.96,-0.0030048547
64,176.96,-0.0030053217
64,176.96,-0.0030046399
64,176.96,-0.0030035217
64.01,176.96,-0.0030031755
64.01,176.96,-0.0030030227
64.01,176.96,-0.0030023487
64.01,176.96,-0.0030010564
64.01,176.96,-0.0030009692
64.01,176.96,-0.0029995630
64.01,176.96,-0.0029992166
64.02,176.96,-0.0029996364
64.02,176.96,-0.0030000930
64.02,176.96,-0.0030010517
64.02,176.96,-0.0030027220
64.02,176.96,-0.0030040207
64.03,176.96,-0.0030072839
64.03,176.96,-0.0030101507
64.03,176.96,-0.0030108128
64.03,176.96,-0.0030116124
64.03,176.96,-0.0030124059
64.03,176.96,-0.0030136766
64.04,176.96,-0.0030146408
64.04,176.96,-0.0030147598
64.04,176.96,-0.0030146039
64.04,176.96,-0.0030138369
64.04,176.96,-0.0030122044
64.04,176.96,-0.0030110443
64.04,176.96,-0.0030101063
64.05,176.96,-0.0030088193
64.05,176.96,-0.0030067959
64.05,176.96,-0.0030062315
64.05,176.96,-0.0030064681
64.05,176.96,-0.0030074599
64.06,176.96,-0.0030081644
64.06,176.96,-0.0030094509
64.06,176.96,-0.0030099664
64.06,176.96,-0.0030103493
64.06,176.96,-0.0030104134
64.06,176.96,-0.0030101290
64.06,176.96,-0.0030102525
64.07,176.96,-0.0030113637
64.07,176.96,-0.0030114579
64.07,176.96,-0.0030121398
64.07,176.96,-0.0030123181
64.07,176.96,-0.0030120814
64.08,176.96,-0.0030118251
64.08,176.96,-0.0030119033
64.08,176.96,-0.0030109520
64.08,176.96,-0.0030106275
64.08,176.96,-0.0030113790
64.08,176.96,-0.0030110786
64.09,176.96,-0.0030108161
64.09,176.96,-0.0030101168
64.09,176.96,-0.0030101743
64.09,176.96,-0.0030103858
64.09,176.96,-0.0030109258
64.09,176.96,-0.0030109088
64.09,176.96,-0.0030127151
64.1,176.96,-0.0030154028
64.1,176.96,-0.0030181680
64.1,176.96,-0.0030214269
64.1,176.96,-0.0030249455
64.1,176.96,-0.0030258493
64.11,176.96,-0.0030268037
64.11,176.96,-0.0030267684
64.11,176.96,-0.0030268586
64.11,176.96,-0.0030266285
64.11,176.96,-0.0030255158
64.11,176.96,-0.0030247612
64.11,176.96,-0.0030264125
64.12,176.96,-0.0030275533
64.12,176.96,-0.0030280852
64.12,176.96,-0.0030287800
64.12,176.96,-0.0030287552
64.12,176.96,-0.0030283942
64.13,176.96,-0.0030264249
64.13,176.96,-0.0030243108
64.13,176.96,-0.0030217183
64.13,176.96,-0.0030189288
64.13,176.96,-0.0030164738
64.13,176.96,-0.0030151405
64.14,176.96,-0.0030136664
64.14,176.96,-0.0030134599
64.14,176.96,-0.0030142889
64.14,176.96,-0.0030150192
64.14,176.96,-0.0030160758
64.14,176.96,-0.0030161247
64.14,176.96,-0.0030161147
64.15,176.96,-0.0030150242
64.15,176.96,-0.0030128202
64.15,176.96,-0.0030109899
64.15,176.96,-0.0030099127
64.15,176.96,-0.0030093703
64.16,176.96,-0.0030096014
64.16,176.96,-0.0030114360
64.16,176.96,-0.0030121706
64.16,176.96,-0.0030136228
64.16,176.96,-0.0030136967
64.16,176.96,-0.0030142512
64.16,176.96,-0.0030142665
64.17,176.96,-0.0030127637
64.17,176.96,-0.0030098271
64.17,176.96,-0.0030077901
64.17,176.96,-0.0030074818
64.17,176.96,-0.0030077510
64.18,176.96,-0.0030088310
64.18,176.96,-0.0030094290
64.18,176.96,-0.0030112784
64.18,176.96,-0.0030135827
64.18,176.96,-0.0030164826
64.18,176.96,-0.0030184877
64.19,176.96,-0.0030202265
64.19,176.96,-0.0030209503
64.19,176.96,-0.0030203183
64.19,176.96,-0.0030194998
64.19,176.96,-0.0030182090
64.19,176.96,-0.0030166335
64.19,176.96,-0.0030158613
64.2,176.96,-0.0030158296
64.2,176.96,-0.0030164099
64.2,176.96,-0.0030169885
64.2,176.96,-0.0030183263
64.2,176.96,-0.0030205262
64.21,176.96,-0.0030217888
64.21,176.96,-0.0030234916
64.21,176.96,-0.0030245659
64.21,176.96,-0.0030254030
64.21,176.96,-0.0030250125
64.21,176.96,-0.0030240598
64.21,176.96,-0.0030230858
64.22,176.96,-0.0030220015
64.22,176.96,-0.0030210724
64.22,176.96,-0.0030212531
64.22,176.96,-0.0030209818
64.22,176.96,-0.0030208728
64.23,176.96,-0.0030203938
64.23,176.96,-0.0030214550
64.23,176.96,-0.0030225291
64.23,176.96,-0.0030235829
64.23,176.96,-0.0030243714
64.23,176.96,-0.0030240378
64.24,176.96,-0.0030250716
64.24,176.96,-0.0030277903
64.24,176.96,-0.0030288179
64.24,176.96,-0.0030308838
64.24,176.96,-0.0030312922
64.24,176.96,-0.0030310161
64.24,176.96,-0.0030307662
64.25,176.96,-0.0030308282
64.25,176.96,-0.0030308542
64.25,176.96,-0.0030301237
64.25,176.96,-0.0030301774
64.25,176.96,-0.0030310359
64.26,176.96,-0.0030314786
64.26,176.96,-0.0030309224
64.26,176.96,-0.0030320995
64.26,176.96,-0.0030331650
64.26,176.96,-0.0030334048
64.26,176.96,-0.0030320692
64.26,176.96,-0.0030308549
64.27,176.96,-0.0030301812
64.27,176.96,-0.0030291233
64.27,176.96,-0.0030280819
64.27,176.96,-0.0030250835
64.27,176.96,-0.0030225766
64.28,176.96,-0.0030213370
64.28,176.96,-0.0030211320
64.28,176.96,-0.0030209148
64.28,176.96,-0.0030216246
64.28,176.96,-0.0030217814
64.28,176.96,-0.0030209694
64.29,176.96,-0.0030203834
64.29,176.96,-0.0030200446
64.29,176.96,-0.0030195825
64.29,176.96,-0.0030194731
64.29,176.96,-0.0030182099
64.29,176.96,-0.0030174706
64.29,176.96,-0.0030174482
64.3,176.96,-0.0030174284
64.3,176.96,-0.0030167158
64.3,176.96,-0.0030158868
64.3,176.96,-0.0030153763
64.3,176.96,-0.0030148449
64.31,176.96,-0.0030137808
64.31,176.96,-0.0030139258
64.31,176.96,-0.0030151341
64.31,176.96,-0.0030159302
64.31,176.96,-0.0030157104
64.31,176.96,-0.0030148947
64.31,176.96,-0.0030140605
64.32,176.96,-0.0030137901
64.32,176.96,-0.0030121095
64.32,176.96,-0.0030116291
64.32,176.96,-0.0030124822
64.32,176.96,-0.0030127068
64.33,176.96,-0.0030125537
64.33,176.96,-0.0030134354
64.33,176.96,-0.0030139136
64.33,176.96,-0.0030148973
64.33,176.96,-0.0030160418
64.33,176.96,-0.0030172825
64.34,176.96,-0.0030185397
64.34,176.96,-0.0030190756
64.34,176.96,-0.0030193665
64.34,176.96,-0.0030203717
64.34,176.96,-0.0030199587
64.34,176.96,-0.0030192888
64.34,176.96,-0.0030176594
64.35,176.96,-0.0030170693
64.35,176.96,-0.0030169003
64.35,176.96,-0.0030162802
64.35,176.96,-0.0030168734
64.35,176.96,-0.0030163181
64.36,176.96,-0.0030148377
64.36,176.96,-0.0030130551
64.36,176.96,-0.0030123553
64.36,176.96,-0.0030116308
64.36,176.96,-0.0030111818
64.36,176.96,-0.0030099921
64.36,176.96,-0.0030097187
64.37,176.96,-0.0030089612
64.37,176.96,-0.0030084722
64.37,176.96,-0.0030085745
64.37,176.96,-0.0030088136
64.37,176.96,-0.0030086453
64.38,176.96,-0.0030090721
64.38,176.96,-0.0030094402
64.38,176.96,-0.0030099006
64.38,176.96,-0.0030105438
64.38,176.96,-0.0030114517
64.38,176.96,-0.0030114436
64.39,176.96,-0.0030118549
64.39,176.96,-0.0030122252
64.39,176.96,-0.0030127671
64.39,176.96,-0.0030149221
64.39,176.96,-0.0030168931
64.39,176.96,-0.0030182180
64.39,176.96,-0.0030191214
64.4,176.96,-0.0030195708
64.4,176.96,-0.0030189197
64.4,176.96,-0.0030181839
64.4,176.96,-0.0030180407
64.4,176.96,-0.0030180533
64.41,176.96,-0.0030184832
64.41,176.96,-0.0030186784
64.41,176.96,-0.0030198019
64.41,176.96,-0.0030211093
64.41,176.96,-0.0030215721
64.41,176.96,-0.0030214779
64.41,176.96,-0.0030210211
64.42,176.96,-0.0030198023
64.42,176.96,-0.0030182869
64.42,176.96,-0.0030184472
64.42,176.96,-0.0030187750
64.42,176.96,-0.0030200787
64.43,176.96,-0.0030215340
64.43,176.96,-0.0030227635
64.43,176.96,-0.0030248420
64.43,176.96,-0.0030273821
64.43,176.96,-0.0030290778
64.43,176.96,-0.0030294051
64.44,176.96,-0.0030296330
64.44,176.96,-0.0030284035
64.44,176.96,-0.0030288618
64.44,176.96,-0.0030291185
64.44,176.96,-0.0030297549
64.44,176.96,-0.0030325024
64.44,176.96,-0.0030348146
64.45,176.96,-0.0030372753
64.45,176.96,-0.0030382411
64.45,176.96,-0.0030395682
64.45,176.96,-0.0030400126
64.45,176.96,-0.0030416715
64.46,176.96,-0.0030424907
64.46,176.96,-0.0030434062
64.46,176.96,-0.0030441637
64.46,176.96,-0.0030430396
64.46,176.96,-0.0030426602
64.46,176.96,-0.0030420001
64.46,176.96,-0.0030427017
64.47,176.96,-0.0030423198
64.47,176.96,-0.0030415320
64.47,176.96,-0.0030416665
64.47,176.96,-0.0030417826
64.47,176.96,-0.0030420032
64.48,176.96,-0.0030430810
64.48,176.96,-0.0030440981
64.48,176.96,-0.0030443566
64.48,176.96,-0.0030433030
64.48,176.96,-0.0030413272
64.48,176.96,-0.0030398126
64.49,176.96,-0.0030384254
64.49,176.96,-0.0030374000
64.49,176.96,-0.0030372598
64.49,176.96,-0.0030379164
64.49,176.96,-0.0030396664
64.49,176.96,-0.0030424569
64.49,176.96,-0.0030449188
64.5,176.96,-0.0030461824
64.5,176.96,-0.0030470686
64.5,176.96,-0.0030472305
64.5,176.96,-0.0030478187
64.5,176.96,-0.0030484288
64.51,176.96,-0.0030484960
64.51,176.96,-0.0030491524
64.51,176.96,-0.0030486274
64.51,176.96,-0.0030480199
64.51,176.96,-0.0030476687
64.51,176.96,-0.0030492511
64.51,176.96,-0.0030508685
64.52,176.96,-0.0030519004
64.52,176.96,-0.0030520241
64.52,176.96,-0.0030533705
64.52,176.96,-0.0030546613
64.52,176.96,-0.0030559726
64.53,176.96,-0.0030565786
64.53,176.96,-0.0030564709
64.53,176.96,-0.0030555625
64.53,176.96,-0.0030543892
64.53,176.96,-0.0030545762
64.53,176.96,-0.0030541911
64.54,176.96,-0.0030529301
64.54,176.96,-0.0030509155
64.54,176.96,-0.0030489054
64.54,176.96,-0.0030472558
64.54,176.96,-0.0030459161
64.54,176.96,-0.0030441468
64.54,176.96,-0.0030428996
64.55,176.96,-0.0030420685
64.55,176.96,-0.0030430300
64.55,176.96,-0.0030439045
64.55,176.96,-0.0030443234
64.55,176.96,-0.0030432312
64.56,176.96,-0.0030424683
64.56,176.96,-0.0030430117
64.56,176.96,-0.0030432637
64.56,176.96,-0.0030446720
64.56,176.96,-0.0030455568
64.56,176.96,-0.0030463140
64.56,176.96,-0.0030479751
64.57,176.96,-0.0030489712
64.57,176.96,-0.0030478921
64.57,176.96,-0.0030462942
64.57,176.96,-0.0030436599
64.57,176.96,-0.0030415587
64.58,176.96,-0.0030403731
64.58,176.96,-0.0030407228
64.58,176.96,-0.0030401759
64.58,176.96,-0.0030398295
64.58,176.96,-0.0030409956
64.58,176.96,-0.0030419333
64.59,176.96,-0.0030429382
64.59,176.96,-0.0030448308
64.59,176.96,-0.0030464420
64.59,176.96,-0.0030480545
64.59,176.96,-0.0030487099
64.59,176.96,-0.0030500174
64.59,176.96,-0.0030511825
64.6,176.96,-0.0030527463
64.6,176.96,-0.0030529695
64.6,176.96,-0.0030531576
64.6,176.96,-0.0030533550
64.6,176.96,-0.0030537534
64.61,176.96,-0.0030546384
64.61,176.96,-0.0030533974
64.61,176.96,-0.0030530245
64.61,176.96,-0.0030531044
64.61,176.96,-0.0030538125
64.61,176.96,-0.0030535269
64.61,176.96,-0.0030529666
64.62,176.96,-0.0030516210
64.62,176.96,-0.0030501645
64.62,176.96,-0.0030507827
64.62,176.96,-0.0030503581
64.62,176.96,-0.0030491450
64.63,176.96,-0.0030477781
64.63,176.96,-0.0030473218
64.63,176.96,-0.0030458939
64.63,176.96,-0.0030443237
64.63,176.96,-0.0030430868
64.63,176.96,-0.0030432088
64.64,176.96,-0.0030451751
64.64,176.96,-0.0030467839
64.64,176.96,-0.0030481918
64.64,176.96,-0.0030509422
64.64,176.96,-0.0030537393
64.64,176.96,-0.0030555351
64.64,176.96,-0.0030569551
64.65,176.96,-0.0030569553
64.65,176.96,-0.0030562942
64.65,176.96,-0.0030548542
64.65,176.96,-0.0030533071
64.65,176.96,-0.0030542541
64.66,176.96,-0.0030545392
64.66,176.96,-0.0030555153
64.66,176.96,-0.0030562303
64.66,176.96,-0.0030568132
64.66,176.96,-0.0030567925
64.66,176.96,-0.0030564725
64.66,176.96,-0.0030573492
64.67,176.96,-0.0030578578
64.67,176.96,-0.0030584109
64.67,176.96,-0.0030589387
64.67,176.96,-0.0030592518
64.67,176.96,-0.0030588551
64.68,176.96,-0.0030589592
64.68,176.96,-0.0030588858
64.68,176.96,-0.0030590768
64.68,176.96,-0.0030586598
64.68,176.96,-0.0030573897
64.68,176.96,-0.0030545790
64.69,176.96,-0.0030524027
64.69,176.96,-0.0030499902
64.69,176.96,-0.0030477288
64.69,176.96,-0.0030461330
64.69,176.96,-0.0030455215
64.69,176.96,-0.0030465393
64.69,176.96,-0.0030476182
64.7,176.96,-0.0030493658
64.7,176.96,-0.0030517259
64.7,176.96,-0.0030539811
64.7,176.96,-0.0030554500
64.7,176.96,-0.0030567737
64.71,176.96,-0.0030560598
64.71,176.96,-0.0030550308
64.71,176.96,-0.0030535395
64.71,176.96,-0.0030509157
64.71,176.96,-0.0030498214
64.71,176.96,-0.0030483537
64.71,176.96,-0.0030476224
64.72,176.96,-0.0030472648
64.72,176.96,-0.0030465567
64.72,176.96,-0.0030464785
64.72,176.96,-0.0030471218
64.72,176.96,-0.0030469861
64.73,176.96,-0.0030483396
64.73,176.96,-0.0030483067
64.73,176.96,-0.0030475061
64.73,176.96,-0.0030466497
64.73,176.96,-0.0030457895
64.73,176.96,-0.0030464406
64.74,176.96,-0.0030460460
64.74,176.96,-0.0030459232
64.74,176.96,-0.0030473902
64.74,176.96,-0.0030477464
64.74,176.96,-0.0030476718
64.74,176.96,-0.0030480959
64.74,176.96,-0.0030478418
64.75,176.96,-0.0030472367
64.75,176.96,-0.0030472896
64.75,176.96,-0.0030470748
64.75,176.96,-0.0030485592
64.75,176.96,-0.0030488560
64.76,176.96,-0.0030501604
64.76,176.96,-0.0030498900
64.76,176.96,-0.0030501549
64.76,176.96,-0.0030506966
64.76,176.96,-0.0030493178
64.76,176.96,-0.0030482411
64.76,176.96,-0.0030469673
64.77,176.96,-0.0030467918
64.77,176.96,-0.0030451350
64.77,176.96,-0.0030449500
64.77,176.96,-0.0030447550
64.77,176.96,-0.0030455301
64.78,176.96,-0.0030463300
64.78,176.96,-0.0030462534
64.78,176.96,-0.0030461578
64.78,176.96,-0.0030463634
64.78,176.96,-0.0030466025
64.78,176.96,-0.0030467939
64.79,176.96,-0.0030475471
64.79,176.96,-0.0030467579
64.79,176.96,-0.0030475616
64.79,176.96,-0.0030491495
64.79,176.96,-0.0030494812
64.79,176.96,-0.0030490408
64.79,176.96,-0.0030466940
64.8,176.96,-0.0030451834
64.8,176.96,-0.0030443130
64.8,176.96,-0.0030431178
64.8,176.96,-0.0030426648
64.8,176.96,-0.0030416806
64.81,176.96,-0.0030413055
64.81,176.96,-0.0030414236
64.81,176.96,-0.0030432487
64.81,176.96,-0.0030459595
64.81,176.96,-0.0030485883
64.81,176.96,-0.0030508220
64.81,176.96,-0.0030516539
64.82,176.96,-0.0030523436
64.82,176.96,-0.0030529611
64.82,176.96,-0.0030531638
64.82,176.96,-0.0030539660
64.82,176.96,-0.0030551572
64.83,176.96,-0.0030548422
64.83,176.96,-0.0030547071
64.83,176.96,-0.0030536640
64.83,176.96,-0.0030526273
64.83,176.96,-0.0030513058
64.83,176.96,-0.0030491161
64.84,176.96,-0.0030465758
64.84,176.96,-0.0030443361
64.84,176.96,-0.0030417945
64.84,176.96,-0.0030388405
64.84,176.96,-0.0030369868
64.84,176.96,-0.0030358226
64.84,176.96,-0.0030346444
64.85,176.96,-0.0030340624
64.85,176.96,-0.0030338764
64.85,176.96,-0.0030338588
64.85,176.96,-0.0030332916
64.85,176.96,-0.0030341856
64.86,176.96,-0.0030351081
64.86,176.96,-0.0030352046
64.86,176.96,-0.0030363588
64.86,176.96,-0.0030370932
64.86,176.96,-0.0030363801
64.86,176.96,-0.0030358288
64.86,176.96,-0.0030349450
64.87,176.96,-0.0030328228
64.87,176.96,-0.0030310190
64.87,176.96,-0.0030289681
64.87,176.96,-0.0030269041
64.87,176.96,-0.0030246863
64.88,176.96,-0.0030217452
64.88,176.96,-0.0030199966
64.88,176.96,-0.0030187931
64.88,176.96,-0.0030179985
64.88,176.96,-0.0030179038
64.88,176.96,-0.0030178239
64.89,176.96,-0.0030191939
64.89,176.96,-0.0030213332
64.89,176.96,-0.0030232177
64.89,176.96,-0.0030237019
64.89,176.96,-0.0030240397
64.89,176.96,-0.0030251608
64.89,176.96,-0.0030269234
64.9,176.96,-0.0030271978
64.9,176.96,-0.0030266609
64.9,176.96,-0.0030274956
64.9,176.96,-0.0030271146
64.9,176.96,-0.0030274088
64.91,176.96,-0.0030278671
64.91,176.96,-0.0030275738
64.91,176.96,-0.0030261996
64.91,176.96,-0.0030245910
64.91,176.96,-0.0030236092
64.91,176.96,-0.0030225084
64.91,176.96,-0.0030220039
64.92,176.96,-0.0030219371
64.92,176.96,-0.0030230851
64.92,176.96,-0.0030249650
64.92,176.96,-0.0030278413
64.92,176.96,-0.0030306952
64.93,176.96,-0.0030315170
64.93,176.96,-0.0030322835
64.93,176.96,-0.0030319676
64.93,176.96,-0.0030310392
64.93,176.96,-0.0030299582
64.93,176.96,-0.0030286992
64.94,176.96,-0.0030277131
64.94,176.96,-0.0030256684
64.94,176.96,-0.0030246592
64.94,176.96,-0.0030246434
64.94,176.96,-0.0030245719
64.94,176.96,-0.0030250421
64.94,176.96,-0.0030257459
64.95,176.96,-0.0030260723
64.95,176.96,-0.0030271118
64.95,176.96,-0.0030279293
64.95,176.96,-0.0030292115
64.95,176.96,-0.0030309322
64.96,176.96,-0.0030312715
64.96,176.96,-0.0030318024
64.96,176.96,-0.0030313258
64.96,176.96,-0.0030295875
64.96,176.96,-0.0030273759
64.96,176.96,-0.0030251470
64.96,176.96,-0.0030221882
64.97,176.96,-0.0030197737
64.97,176.96,-0.0030175800
64.97,176.96,-0.0030159402
64.97,176.96,-0.0030151699
64.97,176.96,-0.0030142941
64.98,176.96,-0.0030139532
64.98,176.96,-0.0030137091
64.98,176.96,-0.0030129657
64.98,176.96,-0.0030133405
64.98,176.96,-0.0030127008
64.98,176.96,-0.0030114460
64.99,176.96,-0.0030100319
64.99,176.96,-0.0030085056
64.99,176.96,-0.0030070832
64.99,176.96,-0.0030061269
64.99,176.96,-0.0030052812
64.99,176.96,-0.0030049088
64.99,176.96,-0.0030038395
65,176.96,-0.0030020771
65,176.96,-0.0029996555
65,176.96,-0.0029979122
65,176.96,-0.0029963896
65,176.96,-0.0029948602
65.01,176.96,-0.0029929156
65.01,176.96,-0.0029898419
65.01,176.96,-0.0029883075
65.01,176.96,-0.0029874055
65.01,176.96,-0.0029876285
65.01,176.96,-0.0029873049
65.01,176.96,-0.0029861128
65.02,176.96,-0.0029843524
65.02,176.96,-0.0029822135
65.02,176.96,-0.0029785597
65.02,176.96,-0.0029749818
65.02,176.96,-0.0029728284
65.03,176.96,-0.0029705300
65.03,176.96,-0.0029679918
65.03,176.96,-0.0029656415
65.03,176.96,-0.0029643543
65.03,176.96,-0.0029639392
65.03,176.96,-0.0029637954
65.04,176.96,-0.0029632409
65.04,176.96,-0.0029626024
65.04,176.96,-0.0029627044
65.04,176.96,-0.0029621668
65.04,176.96,-0.0029622407
65.04,176.96,-0.0029630136
65.04,176.96,-0.0029628041
65.05,176.96,-0.0029629283
65.05,176.96,-0.0029628704
65.05,176.96,-0.0029635139
65.05,176.96,-0.0029641442
65.05,176.96,-0.0029637971
65.06,176.96,-0.0029633667
65.06,176.96,-0.0029628854
65.06,176.96,-0.0029630804
65.06,176.96,-0.0029643750
65.06,176.96,-0.0029648051
65.06,176.96,-0.0029636805
65.06,176.96,-0.0029619598
65.07,176.96,-0.0029603131
65.07,176.96,-0.0029595053
65.07,176.96,-0.0029588733
65.07,176.96,-0.0029582007
65.07,176.96,-0.0029576027
65.08,176.96,-0.0029574196
65.08,176.96,-0.0029570923
65.08,176.96,-0.0029569967
65.08,176.96,-0.0029573965
65.08,176.96,-0.0029563985
65.08,176.96,-0.0029542542
65.09,176.96,-0.0029516416
65.09,176.96,-0.0029492073
65.09,176.96,-0.0029482973
65.09,176.96,-0.0029482098
65.09,176.96,-0.0029485595
65.09,176.96,-0.0029484963
65.09,176.96,-0.0029483776
65.1,176.96,-0.0029493210
65.1,176.96,-0.0029519253
65.1,176.96,-0.0029539368
65.1,176.96,-0.0029549673
65.1,176.96,-0.0029557593
65.11,176.96,-0.0029550250
