Time (min),Temperature (°C),Heat Flow (W/g)
166.42,341.48,0.3061438904
166.42,341.46,0.3061428833
166.42,341.44,0.3061403503
166.42,341.43,0.3061372681
166.42,341.41,0.3061331482
166.42,341.39,0.3061299133
166.43,341.38,0.3061254578
166.43,341.36,0.3061206970
166.43,341.34,0.3061145935
166.43,341.33,0.3061097717
166.43,341.31,0.3061048889
166.43,341.29,0.3060988159
166.43,341.28,0.3060936279
166.44,341.26,0.3060881653
166.44,341.24,0.3060832214
166.44,341.23,0.3060766602
166.44,341.21,0.3060696106
166.44,341.19,0.3060633240
166.45,341.18,0.3060573120
166.45,341.16,0.3060520630
166.45,341.14,0.3060474548
166.45,341.13,0.3060416565
166.45,341.11,0.3060350342
166.45,341.09,0.3060292053
166.45,341.08,0.3060235596
166.46,341.06,0.3060195618
166.46,341.04,0.3060144958
166.46,341.03,0.3060096436
166.46,341.01,0.3060048218
166.46,340.99,0.3060014648
166.47,340.98,0.3059977417
166.47,340.96,0.3059953003
166.47,340.94,0.3059909363
166.47,340.93,0.3059860840
166.47,340.91,0.3059806519
166.47,340.89,0.3059762573
166.48,340.88,0.3059717102
166.48,340.86,0.3059692688
166.48,340.84,0.3059658813
166.48,340.83,0.3059624329
166.48,340.81,0.3059590454
166.48,340.79,0.3059550476
166.48,340.78,0.3059525757
166.49,340.76,0.3059491882
166.49,340.74,0.3059463501
166.49,340.73,0.3059423828
166.49,340.71,0.3059388428
166.49,340.69,0.3059348450
166.5,340.68,0.3059303284
166.5,340.66,0.3059266663
166.5,340.64,0.3059221802
166.5,340.63,0.3059187317
166.5,340.61,0.3059155579
166.5,340.59,0.3059127502
166.5,340.58,0.3059110718
166.51,340.56,0.3059089355
166.51,340.54,0.3059081116
166.51,340.53,0.3059078979
166.51,340.51,0.3059078674
166.51,340.49,0.3059074707
166.52,340.48,0.3059056702
166.52,340.46,0.3059038391
166.52,340.44,0.3059015808
166.52,340.43,0.3058999329
166.52,340.41,0.3058984375
166.52,340.39,0.3058970947
166.53,340.38,0.3058957520
166.53,340.36,0.3058937073
166.53,340.34,0.3058916626
166.53,340.33,0.3058901978
166.53,340.31,0.3058887939
166.53,340.29,0.3058880615
166.53,340.28,0.3058863220
166.54,340.26,0.3058846436
166.54,340.24,0.3058825989
166.54,340.23,0.3058816223
166.54,340.21,0.3058817444
166.54,340.19,0.3058815308
166.55,340.18,0.3058820801
166.55,340.16,0.3058817444
166.55,340.14,0.3058804321
166.55,340.13,0.3058796387
166.55,340.11,0.3058776855
166.55,340.09,0.3058745422
166.55,340.08,0.3058722534
166.56,340.06,0.3058693237
166.56,340.05,0.3058658142
166.56,340.03,0.3058627930
166.56,340.01,0.3058606262
166.56,339.99,0.3058594360
166.57,339.98,0.3058567505
166.57,339.96,0.3058553467
166.57,339.94,0.3058536377
166.57,339.93,0.3058523560
166.57,339.91,0.3058504944
166.57,339.89,0.3058466492
166.58,339.88,0.3058442993
166.58,339.86,0.3058429260
166.58,339.84,0.3058407593
166.58,339.83,0.3058387146
166.58,339.81,0.3058373413
166.58,339.79,0.3058345947
166.58,339.78,0.3058316040
166.59,339.76,0.3058281860
166.59,339.74,0.3058248901
166.59,339.73,0.3058226318
166.59,339.71,0.3058203735
166.59,339.69,0.3058175964
166.6,339.68,0.3058145752
166.6,339.66,0.3058106995
166.6,339.65,0.3058070068
166.6,339.63,0.3058042603
166.6,339.61,0.3058010559
166.6,339.6,0.3057987671
166.6,339.58,0.3057961426
166.61,339.56,0.3057941895
166.61,339.55,0.3057910767
166.61,339.53,0.3057886658
166.61,339.51,0.3057848206
166.61,339.5,0.3057807312
166.62,339.48,0.3057773132
166.62,339.46,0.3057738647
166.62,339.45,0.3057713318
166.62,339.43,0.3057689514
166.62,339.41,0.3057671509
166.62,339.39,0.3057667542
166.63,339.38,0.3057665710
166.63,339.36,0.3057653809
166.63,339.34,0.3057639771
166.63,339.33,0.3057619324
166.63,339.31,0.3057604980
166.63,339.3,0.3057590942
166.63,339.28,0.3057579956
166.64,339.26,0.3057554932
166.64,339.24,0.3057530518
166.64,339.23,0.3057490540
166.64,339.21,0.3057448730
166.64,339.2,0.3057411499
166.65,339.18,0.3057372131
166.65,339.16,0.3057339172
166.65,339.15,0.3057306213
166.65,339.13,0.3057280579
166.65,339.11,0.3057254639
166.65,339.1,0.3057220459
166.65,339.08,0.3057196350
166.66,339.06,0.3057170715
166.66,339.05,0.3057142334
166.66,339.03,0.3057126770
166.66,339.01,0.3057115173
166.66,339,0.3057094727
166.67,338.98,0.3057076721
166.67,338.96,0.3057069397
166.67,338.95,0.3057053528
166.67,338.93,0.3057034607
166.67,338.91,0.3057006836
166.67,338.9,0.3056972046
166.68,338.88,0.3056933594
166.68,338.86,0.3056898804
166.68,338.85,0.3056860046
166.68,338.83,0.3056823730
166.68,338.81,0.3056785889
166.68,338.8,0.3056748962
166.68,338.78,0.3056709595
166.69,338.76,0.3056663818
166.69,338.75,0.3056629028
166.69,338.73,0.3056585693
166.69,338.71,0.3056555176
166.69,338.7,0.3056538086
166.7,338.68,0.3056516418
166.7,338.66,0.3056491699
166.7,338.65,0.3056477356
166.7,338.63,0.3056457214
166.7,338.61,0.3056439514
166.7,338.6,0.3056414490
166.7,338.58,0.3056384583
166.71,338.56,0.3056349792
166.71,338.55,0.3056310120
166.71,338.53,0.3056271667
166.71,338.51,0.3056244507
166.71,338.5,0.3056213989
166.72,338.48,0.3056179504
166.72,338.46,0.3056145020
166.72,338.45,0.3056102905
166.72,338.43,0.3056071777
166.72,338.41,0.3056046753
166.72,338.4,0.3056016541
166.73,338.38,0.3055980225
166.73,338.36,0.3055944824
166.73,338.35,0.3055904846
166.73,338.33,0.3055870667
166.73,338.31,0.3055841980
166.73,338.3,0.3055813599
166.73,338.28,0.3055787964
166.74,338.26,0.3055752258
166.74,338.25,0.3055713501
166.74,338.23,0.3055691223
166.74,338.21,0.3055667419
166.74,338.2,0.3055626221
166.75,338.18,0.3055575562
166.75,338.16,0.3055519714
166.75,338.15,0.3055465088
166.75,338.13,0.3055411682
166.75,338.11,0.3055356750
166.75,338.1,0.3055303345
166.75,338.08,0.3055255737
166.76,338.06,0.3055216980
166.76,338.05,0.3055175781
166.76,338.03,0.3055151062
166.76,338.01,0.3055130310
166.76,338,0.3055109863
166.77,337.98,0.3055077820
166.77,337.96,0.3055036926
166.77,337.95,0.3055004883
166.77,337.93,0.3054972229
166.77,337.91,0.3054940796
166.77,337.9,0.3054902954
166.78,337.88,0.3054853210
166.78,337.86,0.3054810791
166.78,337.85,0.3054776001
166.78,337.83,0.3054732971
166.78,337.81,0.3054700317
166.78,337.8,0.3054650879
166.78,337.78,0.3054602051
166.79,337.76,0.3054556580
166.79,337.75,0.3054504089
166.79,337.73,0.3054459839
166.79,337.71,0.3054419556
166.79,337.7,0.3054369507
166.8,337.68,0.3054317932
166.8,337.66,0.3054272766
166.8,337.65,0.3054227905
166.8,337.63,0.3054191284
166.8,337.61,0.3054161377
166.8,337.6,0.3054123535
166.8,337.58,0.3054089966
166.81,337.56,0.3054062195
166.81,337.55,0.3054030762
166.81,337.53,0.3053992615
166.81,337.51,0.3053952026
166.81,337.5,0.3053911743
166.82,337.48,0.3053868103
166.82,337.46,0.3053829041
166.82,337.45,0.3053793945
166.82,337.43,0.3053759766
166.82,337.41,0.3053732910
166.82,337.4,0.3053695984
166.83,337.38,0.3053662109
166.83,337.36,0.3053623352
166.83,337.35,0.3053582764
166.83,337.33,0.3053534851
166.83,337.31,0.3053494263
166.83,337.3,0.3053461609
166.83,337.28,0.3053424377
166.84,337.27,0.3053396301
166.84,337.25,0.3053369141
166.84,337.23,0.3053342896
166.84,337.21,0.3053308411
166.84,337.2,0.3053280029
166.85,337.18,0.3053251953
166.85,337.16,0.3053229370
166.85,337.15,0.3053200378
166.85,337.13,0.3053167114
166.85,337.11,0.3053128967
166.85,337.1,0.3053093872
166.85,337.08,0.3053049011
166.86,337.06,0.3053010864
166.86,337.05,0.3052976685
166.86,337.03,0.3052945557
166.86,337.01,0.3052913818
166.86,337,0.3052894897
166.87,336.98,0.3052866516
166.87,336.96,0.3052844238
166.87,336.95,0.3052821045
166.87,336.93,0.3052803345
166.87,336.91,0.3052788391
166.87,336.9,0.3052781372
166.88,336.88,0.3052766113
166.88,336.86,0.3052756653
166.88,336.85,0.3052734985
166.88,336.83,0.3052717590
166.88,336.81,0.3052696533
166.88,336.8,0.3052659912
166.88,336.78,0.3052627563
166.89,336.77,0.3052595520
166.89,336.75,0.3052563171
166.89,336.73,0.3052540894
166.89,336.71,0.3052525940
166.89,336.7,0.3052512512
166.9,336.68,0.3052502136
166.9,336.67,0.3052494507
166.9,336.65,0.3052493896
166.9,336.63,0.3052492981
166.9,336.62,0.3052475281
166.9,336.6,0.3052458496
166.9,336.58,0.3052435913
166.91,336.56,0.3052410889
166.91,336.55,0.3052380371
166.91,336.53,0.3052351074
166.91,336.51,0.3052323303
166.91,336.5,0.3052286377
166.92,336.48,0.3052244873
166.92,336.47,0.3052212524
166.92,336.45,0.3052191772
166.92,336.43,0.3052176208
166.92,336.42,0.3052147522
166.92,336.4,0.3052123718
166.93,336.38,0.3052103271
166.93,336.37,0.3052093811
166.93,336.35,0.3052088623
166.93,336.33,0.3052095642
166.93,336.32,0.3052094727
166.93,336.3,0.3052079163
166.93,336.28,0.3052056885
166.94,336.26,0.3052037354
166.94,336.25,0.3052001953
166.94,336.23,0.3051973267
166.94,336.22,0.3051940918
166.94,336.2,0.3051907349
166.95,336.18,0.3051879272
166.95,336.17,0.3051850586
166.95,336.15,0.3051822815
166.95,336.13,0.3051798401
166.95,336.12,0.3051791687
166.95,336.1,0.3051774597
166.95,336.08,0.3051755066
166.96,336.06,0.3051722107
166.96,336.05,0.3051681519
166.96,336.03,0.3051649170
166.96,336.02,0.3051607666
166.96,336,0.3051567383
166.97,335.98,0.3051520691
166.97,335.97,0.3051483154
166.97,335.95,0.3051441040
166.97,335.93,0.3051395569
166.97,335.92,0.3051356812
166.97,335.9,0.3051317444
166.98,335.88,0.3051269226
166.98,335.87,0.3051226807
166.98,335.85,0.3051199036
166.98,335.83,0.3051174622
166.98,335.82,0.3051148987
166.98,335.8,0.3051124878
166.98,335.78,0.3051105347
166.99,335.77,0.3051081543
166.99,335.75,0.3051057434
166.99,335.73,0.3051030579
166.99,335.72,0.3051005859
166.99,335.7,0.3050984192
167,335.68,0.3050960999
167,335.67,0.3050922852
167,335.65,0.3050878906
167,335.63,0.3050840149
167,335.62,0.3050816345
167,335.6,0.3050792542
167,335.58,0.3050756531
167.01,335.57,0.3050726624
167.01,335.55,0.3050690613
167.01,335.53,0.3050661926
167.01,335.52,0.3050637512
167.01,335.5,0.3050610352
167.02,335.48,0.3050569763
167.02,335.47,0.3050531006
167.02,335.45,0.3050500488
167.02,335.43,0.3050469360
167.02,335.42,0.3050429993
167.02,335.4,0.3050400085
167.03,335.38,0.3050363159
167.03,335.37,0.3050338135
167.03,335.35,0.3050304871
167.03,335.33,0.3050269775
167.03,335.32,0.3050235291
167.03,335.3,0.3050202637
167.03,335.28,0.3050167542
167.04,335.27,0.3050138550
167.04,335.25,0.3050112000
167.04,335.23,0.3050088196
167.04,335.22,0.3050075073
167.04,335.2,0.3050040283
167.05,335.18,0.3050019836
167.05,335.17,0.3049998779
167.05,335.15,0.3049980774
167.05,335.13,0.3049968262
167.05,335.12,0.3049960327
167.05,335.1,0.3049946289
167.05,335.08,0.3049925842
167.06,335.07,0.3049912720
167.06,335.05,0.3049899292
167.06,335.03,0.3049884338
167.06,335.02,0.3049854126
167.06,335,0.3049817505
167.07,334.98,0.3049797668
167.07,334.97,0.3049761658
167.07,334.95,0.3049724121
167.07,334.93,0.3049678650
167.07,334.92,0.3049656372
167.07,334.9,0.3049631348
167.08,334.88,0.3049614563
167.08,334.87,0.3049593506
167.08,334.85,0.3049570007
167.08,334.83,0.3049543762
167.08,334.82,0.3049500427
167.08,334.8,0.3049455566
167.08,334.78,0.3049428711
167.09,334.77,0.3049393921
167.09,334.75,0.3049367065
167.09,334.73,0.3049354858
167.09,334.72,0.3049347229
167.09,334.7,0.3049328613
167.1,334.68,0.3049316711
167.1,334.67,0.3049302063
167.1,334.65,0.3049277954
167.1,334.63,0.3049246826
167.1,334.62,0.3049209900
167.1,334.6,0.3049179993
167.1,334.58,0.3049145203
167.11,334.57,0.3049121094
167.11,334.55,0.3049095154
167.11,334.53,0.3049072266
167.11,334.52,0.3049050903
167.11,334.5,0.3049036255
167.12,334.48,0.3049037170
167.12,334.47,0.3049017944
167.12,334.45,0.3048987427
167.12,334.43,0.3048947144
167.12,334.42,0.3048891296
167.12,334.4,0.3048837891
167.13,334.38,0.3048790588
167.13,334.37,0.3048743896
167.13,334.35,0.3048710327
167.13,334.33,0.3048673706
167.13,334.32,0.3048630676
167.13,334.3,0.3048605957
167.13,334.28,0.3048589783
167.14,334.27,0.3048568115
167.14,334.25,0.3048544312
167.14,334.23,0.3048522644
167.14,334.22,0.3048501282
167.14,334.2,0.3048479309
167.15,334.18,0.3048455200
167.15,334.17,0.3048421021
167.15,334.15,0.3048383484
167.15,334.13,0.3048351746
167.15,334.12,0.3048319092
167.15,334.1,0.3048283081
167.15,334.09,0.3048253784
167.16,334.07,0.3048212891
167.16,334.05,0.3048178406
167.16,334.04,0.3048143311
167.16,334.02,0.3048103638
167.16,334,0.3048060608
167.17,333.98,0.3048019104
167.17,333.97,0.3047972412
167.17,333.95,0.3047927551
167.17,333.93,0.3047901306
167.17,333.92,0.3047889099
167.17,333.9,0.3047875671
167.18,333.88,0.3047864380
167.18,333.87,0.3047852783
167.18,333.85,0.3047824097
167.18,333.83,0.3047784119
167.18,333.82,0.3047741089
167.18,333.8,0.3047687073
167.18,333.78,0.3047626648
167.19,333.77,0.3047567139
167.19,333.75,0.3047516785
167.19,333.73,0.3047467651
167.19,333.72,0.3047429199
167.19,333.7,0.3047406006
167.2,333.69,0.3047382202
167.2,333.67,0.3047360840
167.2,333.65,0.3047321472
167.2,333.63,0.3047286377
167.2,333.62,0.3047247009
167.2,333.6,0.3047205200
167.2,333.58,0.3047164612
167.21,333.57,0.3047140808
167.21,333.55,0.3047108765
167.21,333.53,0.3047086182
167.21,333.52,0.3047063599
167.21,333.5,0.3047046814
167.22,333.49,0.3047029114
167.22,333.47,0.3047010193
167.22,333.45,0.3046987305
167.22,333.44,0.3046951294
167.22,333.42,0.3046909790
167.22,333.4,0.3046857910
167.23,333.39,0.3046799316
167.23,333.37,0.3046763916
167.23,333.35,0.3046735535
167.23,333.34,0.3046723022
167.23,333.32,0.3046701050
167.23,333.3,0.3046677246
167.23,333.29,0.3046632996
167.24,333.27,0.3046596985
167.24,333.25,0.3046557617
167.24,333.24,0.3046509399
167.24,333.22,0.3046456299
167.24,333.2,0.3046390991
167.25,333.19,0.3046337280
167.25,333.17,0.3046289978
167.25,333.15,0.3046256104
167.25,333.14,0.3046226807
167.25,333.12,0.3046201782
167.25,333.1,0.3046184998
167.25,333.09,0.3046158447
167.26,333.07,0.3046134644
167.26,333.05,0.3046104736
167.26,333.03,0.3046073914
167.26,333.02,0.3046035767
167.26,333,0.3045987244
167.27,332.99,0.3045933228
167.27,332.97,0.3045884705
167.27,332.95,0.3045844727
167.27,332.94,0.3045805054
167.27,332.92,0.3045767822
167.27,332.9,0.3045724487
167.28,332.89,0.3045689087
167.28,332.87,0.3045661011
167.28,332.85,0.3045625610
167.28,332.84,0.3045584412
167.28,332.82,0.3045534668
167.28,332.8,0.3045490112
167.28,332.79,0.3045436096
167.29,332.77,0.3045382385
167.29,332.75,0.3045335083
167.29,332.74,0.3045299072
167.29,332.72,0.3045273743
167.29,332.7,0.3045245361
167.3,332.69,0.3045203857
167.3,332.67,0.3045164490
167.3,332.65,0.3045131226
167.3,332.64,0.3045102539
167.3,332.62,0.3045062866
167.3,332.6,0.3045006409
167.3,332.59,0.3044958801
167.31,332.57,0.3044912720
167.31,332.55,0.3044875488
167.31,332.54,0.3044835510
167.31,332.52,0.3044800720
167.31,332.5,0.3044757385
167.32,332.49,0.3044713745
167.32,332.47,0.3044683838
167.32,332.45,0.3044636841
167.32,332.44,0.3044583435
167.32,332.42,0.3044541931
167.32,332.4,0.3044501953
167.33,332.39,0.3044456177
167.33,332.37,0.3044414978
167.33,332.35,0.3044363708
167.33,332.34,0.3044313354
167.33,332.32,0.3044268494
167.33,332.3,0.3044237671
167.33,332.29,0.3044204712
167.34,332.27,0.3044171448
167.34,332.25,0.3044121399
167.34,332.24,0.3044079895
167.34,332.22,0.3044033508
167.34,332.21,0.3043988037
167.35,332.19,0.3043948975
167.35,332.17,0.3043918457
167.35,332.16,0.3043890076
167.35,332.14,0.3043851013
167.35,332.12,0.3043822021
167.35,332.11,0.3043787842
167.35,332.09,0.3043756104
167.36,332.07,0.3043735962
167.36,332.05,0.3043702698
167.36,332.04,0.3043664856
167.36,332.02,0.3043631897
167.36,332,0.3043596191
167.37,331.99,0.3043560181
167.37,331.97,0.3043528748
167.37,331.95,0.3043493347
167.37,331.94,0.3043454895
167.37,331.92,0.3043432922
167.37,331.9,0.3043403625
167.38,331.89,0.3043392334
167.38,331.87,0.3043373413
167.38,331.85,0.3043359375
167.38,331.84,0.3043353882
167.38,331.82,0.3043343506
167.38,331.8,0.3043322754
167.38,331.79,0.3043311462
167.39,331.77,0.3043280945
167.39,331.75,0.3043250427
167.39,331.74,0.3043212280
167.39,331.72,0.3043174133
167.39,331.7,0.3043139038
167.4,331.69,0.3043113403
167.4,331.67,0.3043077087
167.4,331.65,0.3043050537
167.4,331.64,0.3043014832
167.4,331.62,0.3042993469
167.4,331.6,0.3042987671
167.4,331.59,0.3042978821
167.41,331.57,0.3042964172
167.41,331.56,0.3042961121
167.41,331.54,0.3042953796
167.41,331.52,0.3042947998
167.41,331.5,0.3042937012
167.42,331.49,0.3042924805
167.42,331.47,0.3042905579
167.42,331.45,0.3042881470
167.42,331.44,0.3042864380
167.42,331.42,0.3042850037
167.42,331.4,0.3042826538
167.43,331.39,0.3042802734
167.43,331.37,0.3042784119
167.43,331.35,0.3042773438
167.43,331.34,0.3042750549
167.43,331.32,0.3042731323
167.43,331.31,0.3042716064
167.43,331.29,0.3042691345
167.44,331.27,0.3042663269
167.44,331.26,0.3042618713
167.44,331.24,0.3042567444
167.44,331.22,0.3042525940
167.44,331.21,0.3042487793
167.45,331.19,0.3042459106
167.45,331.17,0.3042425842
167.45,331.15,0.3042394714
167.45,331.14,0.3042370300
167.45,331.12,0.3042344055
167.45,331.1,0.3042336731
167.45,331.09,0.3042337646
167.46,331.07,0.3042330933
167.46,331.05,0.3042325134
167.46,331.04,0.3042311096
167.46,331.02,0.3042305908
167.46,331,0.3042302246
167.47,330.99,0.3042288208
167.47,330.97,0.3042262878
167.47,330.95,0.3042238770
167.47,330.94,0.3042227478
167.47,330.92,0.3042217102
167.47,330.91,0.3042211609
167.48,330.89,0.3042204285
167.48,330.87,0.3042198792
167.48,330.85,0.3042205811
167.48,330.84,0.3042202759
167.48,330.82,0.3042205505
167.48,330.81,0.3042210083
167.48,330.79,0.3042203674
167.49,330.77,0.3042184448
167.49,330.76,0.3042165833
167.49,330.74,0.3042147827
167.49,330.72,0.3042125549
167.49,330.7,0.3042104492
167.5,330.69,0.3042083435
167.5,330.67,0.3042058716
167.5,330.65,0.3042031555
167.5,330.64,0.3042015686
167.5,330.62,0.3042002869
167.5,330.61,0.3041979675
167.5,330.59,0.3041955872
167.51,330.57,0.3041933289
167.51,330.56,0.3041911926
167.51,330.54,0.3041890259
167.51,330.52,0.3041872864
167.51,330.51,0.3041846313
167.52,330.49,0.3041815491
167.52,330.47,0.3041779785
167.52,330.46,0.3041737366
167.52,330.44,0.3041697998
167.52,330.42,0.3041660767
167.52,330.41,0.3041629333
167.53,330.39,0.3041599426
167.53,330.37,0.3041565552
167.53,330.36,0.3041540833
167.53,330.34,0.3041517029
167.53,330.32,0.3041496277
167.53,330.31,0.3041482239
167.53,330.29,0.3041476746
167.54,330.27,0.3041457825
167.54,330.25,0.3041438293
167.54,330.24,0.3041408691
167.54,330.22,0.3041382141
167.54,330.21,0.3041350708
167.55,330.19,0.3041311340
167.55,330.17,0.3041268311
167.55,330.16,0.3041200562
167.55,330.14,0.3041141052
167.55,330.12,0.3041089478
167.55,330.11,0.3041053162
167.55,330.09,0.3041014709
167.56,330.07,0.3040970154
167.56,330.06,0.3040928955
167.56,330.04,0.3040874939
167.56,330.02,0.3040824280
167.56,330.01,0.3040782776
167.57,329.99,0.3040745850
167.57,329.97,0.3040710754
167.57,329.96,0.3040690613
167.57,329.94,0.3040671387
167.57,329.92,0.3040651855
167.57,329.91,0.3040636292
167.58,329.89,0.3040617981
167.58,329.87,0.3040574646
167.58,329.86,0.3040549011
167.58,329.84,0.3040510559
167.58,329.82,0.3040469055
167.58,329.81,0.3040425415
167.58,329.79,0.3040375061
167.59,329.77,0.3040331116
167.59,329.76,0.3040272522
167.59,329.74,0.3040221863
167.59,329.72,0.3040172119
167.59,329.71,0.3040121460
167.6,329.69,0.3040076294
167.6,329.67,0.3040038147
167.6,329.66,0.3039984131
167.6,329.64,0.3039935913
167.6,329.62,0.3039885254
167.6,329.61,0.3039835815
167.6,329.59,0.3039786682
167.61,329.57,0.3039745483
167.61,329.56,0.3039705811
167.61,329.54,0.3039671326
167.61,329.52,0.3039635620
167.61,329.51,0.3039591370
167.62,329.49,0.3039548645
167.62,329.47,0.3039495239
167.62,329.46,0.3039446106
167.62,329.44,0.3039412537
167.62,329.42,0.3039400635
167.62,329.41,0.3039381714
167.63,329.39,0.3039358215
167.63,329.37,0.3039342346
167.63,329.36,0.3039328918
167.63,329.34,0.3039329529
167.63,329.32,0.3039316101
167.63,329.31,0.3039302979
167.63,329.29,0.3039268188
167.64,329.27,0.3039220276
167.64,329.26,0.3039179382
167.64,329.24,0.3039145813
167.64,329.22,0.3039113770
167.64,329.21,0.3039074707
167.65,329.19,0.3039036865
167.65,329.17,0.3039002380
167.65,329.16,0.3038968811
167.65,329.14,0.3038942261
167.65,329.12,0.3038924255
167.65,329.11,0.3038900146
167.65,329.09,0.3038875122
167.66,329.07,0.3038855286
167.66,329.06,0.3038846436
167.66,329.04,0.3038841858
167.66,329.02,0.3038827820
167.66,329.01,0.3038811340
167.67,328.99,0.3038780518
167.67,328.97,0.3038744812
167.67,328.96,0.3038711548
167.67,328.94,0.3038671570
167.67,328.92,0.3038627625
167.67,328.91,0.3038594055
167.68,328.89,0.3038565674
167.68,328.88,0.3038537598
167.68,328.86,0.3038523560
167.68,328.84,0.3038504639
167.68,328.82,0.3038489990
167.68,328.81,0.3038476868
167.68,328.79,0.3038452759
167.69,328.78,0.3038421936
167.69,328.76,0.3038394165
167.69,328.74,0.3038353577
167.69,328.72,0.3038320313
167.69,328.71,0.3038277283
167.7,328.69,0.3038238831
167.7,328.68,0.3038211060
167.7,328.66,0.3038186035
167.7,328.64,0.3038160400
167.7,328.63,0.3038131104
167.7,328.61,0.3038108521
167.7,328.59,0.3038087463
167.71,328.58,0.3038058167
167.71,328.56,0.3038029785
167.71,328.54,0.3038002930
167.71,328.53,0.3037978516
167.71,328.51,0.3037945862
167.72,328.49,0.3037915649
167.72,328.48,0.3037890015
167.72,328.46,0.3037859497
167.72,328.44,0.3037828674
167.72,328.43,0.3037790222
167.72,328.41,0.3037767639
167.73,328.39,0.3037742920
167.73,328.38,0.3037709045
167.73,328.36,0.3037666016
167.73,328.34,0.3037616272
167.73,328.33,0.3037564697
167.73,328.31,0.3037520142
167.73,328.29,0.3037474060
167.74,328.28,0.3037419434
167.74,328.26,0.3037370605
167.74,328.24,0.3037306213
167.74,328.23,0.3037243652
167.74,328.21,0.3037179871
167.75,328.19,0.3037125854
167.75,328.18,0.3037063904
167.75,328.16,0.3036990356
167.75,328.14,0.3036927795
167.75,328.13,0.3036866760
167.75,328.11,0.3036810608
167.75,328.09,0.3036758728
167.76,328.08,0.3036706848
167.76,328.06,0.3036651917
167.76,328.04,0.3036605835
167.76,328.03,0.3036558838
167.76,328.01,0.3036521912
167.77,327.99,0.3036491089
167.77,327.98,0.3036448059
167.77,327.96,0.3036407776
167.77,327.94,0.3036372986
167.77,327.93,0.3036322327
167.77,327.91,0.3036277771
167.78,327.89,0.3036227722
167.78,327.88,0.3036175537
167.78,327.86,0.3036123047
167.78,327.84,0.3036072998
167.78,327.83,0.3036023865
167.78,327.81,0.3035989990
167.78,327.79,0.3035949707
167.79,327.78,0.3035900879
167.79,327.76,0.3035857239
167.79,327.74,0.3035817566
167.79,327.73,0.3035772095
167.79,327.71,0.3035721130
167.8,327.69,0.3035684814
167.8,327.68,0.3035650330
167.8,327.66,0.3035625000
167.8,327.64,0.3035602417
167.8,327.63,0.3035575867
167.8,327.61,0.3035541382
167.8,327.59,0.3035491638
167.81,327.58,0.3035444336
167.81,327.56,0.3035387878
167.81,327.54,0.3035331116
167.81,327.53,0.3035281372
167.81,327.51,0.3035240173
167.82,327.49,0.3035219116
167.82,327.48,0.3035201721
167.82,327.46,0.3035184021
167.82,327.44,0.3035173340
167.82,327.43,0.3035166931
167.82,327.41,0.3035148315
167.83,327.39,0.3035116272
167.83,327.38,0.3035067444
167.83,327.36,0.3035021973
167.83,327.34,0.3034977722
167.83,327.33,0.3034941711
167.83,327.31,0.3034919128
167.83,327.29,0.3034895935
167.84,327.28,0.3034873352
167.84,327.26,0.3034854126
167.84,327.24,0.3034838257
167.84,327.23,0.3034830322
167.84,327.21,0.3034823608
167.85,327.19,0.3034800720
167.85,327.18,0.3034773560
167.85,327.16,0.3034763184
167.85,327.14,0.3034755249
167.85,327.13,0.3034743652
167.85,327.11,0.3034727173
167.85,327.09,0.3034709473
167.86,327.08,0.3034692383
167.86,327.06,0.3034675903
167.86,327.05,0.3034656067
167.86,327.03,0.3034645996
167.86,327.01,0.3034637146
167.87,326.99,0.3034626770
167.87,326.98,0.3034616089
167.87,326.96,0.3034614563
167.87,326.94,0.3034610596
167.87,326.93,0.3034610901
167.87,326.91,0.3034610901
167.88,326.89,0.3034614563
167.88,326.88,0.3034620056
167.88,326.86,0.3034609070
167.88,326.84,0.3034599304
167.88,326.83,0.3034586182
167.88,326.81,0.3034578552
167.88,326.79,0.3034558716
167.89,326.78,0.3034540710
167.89,326.76,0.3034523010
167.89,326.74,0.3034503479
167.89,326.73,0.3034490967
167.89,326.71,0.3034476624
167.9,326.69,0.3034473267
167.9,326.68,0.3034469299
167.9,326.66,0.3034469299
167.9,326.64,0.3034474487
167.9,326.63,0.3034481201
167.9,326.61,0.3034482727
167.9,326.59,0.3034481201
167.91,326.58,0.3034470520
167.91,326.56,0.3034462280
167.91,326.54,0.3034464417
167.91,326.53,0.3034462891
167.91,326.51,0.3034460144
167.92,326.49,0.3034449158
167.92,326.48,0.3034451904
167.92,326.46,0.3034452209
167.92,326.44,0.3034461670
167.92,326.43,0.3034472046
167.92,326.41,0.3034470215
167.93,326.39,0.3034467773
167.93,326.38,0.3034454956
167.93,326.36,0.3034453735
167.93,326.34,0.3034453430
167.93,326.33,0.3034458618
167.93,326.31,0.3034461365
167.93,326.29,0.3034467163
167.94,326.28,0.3034465942
167.94,326.26,0.3034461365
167.94,326.25,0.3034461670
167.94,326.23,0.3034447632
167.94,326.21,0.3034432373
167.95,326.19,0.3034408569
167.95,326.18,0.3034388428
167.95,326.16,0.3034372559
167.95,326.15,0.3034355469
167.95,326.13,0.3034347839
167.95,326.11,0.3034361267
167.95,326.09,0.3034368286
167.96,326.08,0.3034379578
167.96,326.06,0.3034378967
167.96,326.04,0.3034380188
167.96,326.03,0.3034378967
167.96,326.01,0.3034360657
167.97,325.99,0.3034342041
167.97,325.98,0.3034317322
167.97,325.96,0.3034300537
