Time (min),Temperature (°C),Heat Flow (W/g)
116.25,154.97,-0.0058062325
116.25,154.97,-0.0058049502
116.25,154.97,-0.0058053370
116.25,154.97,-0.0058052330
116.26,154.97,-0.0058043718
116.26,154.97,-0.0058033195
116.26,154.97,-0.0058020635
116.26,154.97,-0.0058014798
116.26,154.97,-0.0058020806
116.26,154.97,-0.0058029089
116.27,154.97,-0.0058025923
116.27,154.97,-0.0058027835
116.27,154.97,-0.0058028264
116.27,154.97,-0.0058027864
116.27,154.97,-0.0058047686
116.28,154.97,-0.0058061376
116.28,154.97,-0.0058074479
116.28,154.97,-0.0058089328
116.28,154.97,-0.0058106399
116.28,154.97,-0.0058121495
116.28,154.97,-0.0058132157
116.29,154.97,-0.0058138309
116.29,154.97,-0.0058127422
116.29,154.97,-0.0058125200
116.29,154.97,-0.0058119621
116.29,154.97,-0.0058106089
116.29,154.97,-0.0058095188
116.3,154.97,-0.0058093886
116.3,154.97,-0.0058091307
116.3,154.97,-0.0058092532
116.3,154.97,-0.0058087792
116.3,154.97,-0.0058091631
116.3,154.97,-0.0058103604
116.3,154.97,-0.0058107076
116.31,154.97,-0.0058108926
116.31,154.97,-0.0058116755
116.31,154.97,-0.0058122845
116.31,154.97,-0.0058130155
116.31,154.97,-0.0058123202
116.31,154.97,-0.0058108778
116.32,154.97,-0.0058095760
116.32,154.97,-0.0058087797
116.32,154.97,-0.0058066649
116.32,154.97,-0.0058053098
116.32,154.97,-0.0058040318
116.33,154.97,-0.0058034720
116.33,154.97,-0.0058021665
116.33,154.97,-0.0058033466
116.33,154.97,-0.0058042731
116.33,154.97,-0.0058044763
116.33,154.97,-0.0058044815
116.34,154.97,-0.0058043566
116.34,154.97,-0.0058042421
116.34,154.97,-0.0058043432
116.34,154.97,-0.0058035402
116.34,154.97,-0.0058040004
116.34,154.97,-0.0058048210
116.35,154.97,-0.0058049588
116.35,154.97,-0.0058053002
116.35,154.97,-0.0058052773
116.35,154.97,-0.0058053923
116.35,154.97,-0.0058046222
116.35,154.97,-0.0058042798
116.35,154.97,-0.0058044515
116.36,154.97,-0.0058046222
116.36,154.97,-0.0058043270
116.36,154.97,-0.0058036437
116.36,154.97,-0.0058046589
116.36,154.97,-0.0058052158
116.36,154.97,-0.0058053403
116.37,154.97,-0.0058053169
116.37,154.97,-0.0058068528
116.37,154.97,-0.0058076816
116.37,154.97,-0.0058071566
116.37,154.97,-0.0058079553
116.38,154.97,-0.0058073444
116.38,154.97,-0.0058063421
116.38,154.97,-0.0058052740
116.38,154.97,-0.0058049111
116.38,154.97,-0.0058054214
116.38,154.97,-0.0058051872
116.39,154.97,-0.0058048425
116.39,154.97,-0.0058045578
116.39,154.97,-0.0058047447
116.39,154.97,-0.0058040204
116.39,154.97,-0.0058032298
116.39,154.97,-0.0058012753
116.4,154.97,-0.0057996335
116.4,154.97,-0.0057991390
116.4,154.97,-0.0057985592
116.4,154.97,-0.0057993436
116.4,154.97,-0.0057997313
116.4,154.97,-0.0058001671
116.4,154.97,-0.0058004036
116.41,154.97,-0.0058009744
116.41,154.97,-0.0058015156
116.41,154.97,-0.0058011885
116.41,154.97,-0.0057995915
116.41,154.97,-0.0057976384
116.41,154.97,-0.0057967124
116.42,154.97,-0.0057959361
116.42,154.97,-0.0057961636
116.42,154.97,-0.0057976394
116.42,154.97,-0.0057998672
116.42,154.97,-0.0058017054
116.43,154.97,-0.0058043633
116.43,154.97,-0.0058067856
116.43,154.97,-0.0058083739
116.43,154.97,-0.0058091598
116.43,154.97,-0.0058101869
116.43,154.97,-0.0058106022
116.44,154.97,-0.0058099976
116.44,154.97,-0.0058084211
116.44,154.97,-0.0058071818
116.44,154.97,-0.0058067513
116.44,154.97,-0.0058078136
116.44,154.97,-0.0058093805
116.45,154.97,-0.0058105378
116.45,154.97,-0.0058126698
116.45,154.97,-0.0058144398
116.45,154.97,-0.0058157377
116.45,154.97,-0.0058167911
116.45,154.97,-0.0058177581
116.45,154.97,-0.0058182721
116.46,154.97,-0.0058185544
116.46,154.97,-0.0058182669
116.46,154.97,-0.0058193822
116.46,154.97,-0.0058191175
116.46,154.97,-0.0058197746
116.46,154.97,-0.0058204856
116.47,154.97,-0.0058211188
116.47,154.97,-0.0058207393
116.47,154.97,-0.0058196583
116.47,154.97,-0.0058190227
116.47,154.97,-0.0058185115
116.48,154.97,-0.0058175025
116.48,154.97,-0.0058154354
116.48,154.97,-0.0058146191
116.48,154.97,-0.0058137741
116.48,154.97,-0.0058142896
116.48,154.97,-0.0058154950
116.49,154.97,-0.0058161225
116.49,154.97,-0.0058155255
116.49,154.97,-0.0058145690
116.49,154.97,-0.0058138127
116.49,154.97,-0.0058138247
116.49,154.97,-0.0058130970
116.5,154.97,-0.0058120160
116.5,154.97,-0.0058120599
116.5,154.97,-0.0058116922
116.5,154.97,-0.0058111787
116.5,154.97,-0.0058111649
116.5,154.97,-0.0058118277
116.5,154.97,-0.0058115797
116.51,154.97,-0.0058105540
116.51,154.97,-0.0058093171
116.51,154.97,-0.0058081317
116.51,154.97,-0.0058068938
116.51,154.97,-0.0058056483
116.51,154.97,-0.0058038874
116.52,154.97,-0.0058014722
116.52,154.97,-0.0058004189
116.52,154.97,-0.0057988977
116.52,154.97,-0.0057978330
116.52,154.97,-0.0057967534
116.53,154.97,-0.0057955022
116.53,154.97,-0.0057938681
116.53,154.97,-0.0057927074
116.53,154.97,-0.0057905955
116.53,154.97,-0.0057898121
116.53,154.97,-0.0057887540
116.54,154.97,-0.0057880073
116.54,154.97,-0.0057873201
116.54,154.97,-0.0057866263
116.54,154.97,-0.0057868795
116.54,154.97,-0.0057874608
116.54,154.97,-0.0057883844
116.55,154.97,-0.0057887831
116.55,154.97,-0.0057889786
116.55,154.97,-0.0057877536
116.55,154.97,-0.0057860322
116.55,154.97,-0.0057855644
116.55,154.97,-0.0057844558
116.55,154.97,-0.0057838197
116.56,154.97,-0.0057814569
116.56,154.97,-0.0057802835
116.56,154.97,-0.0057801356
116.56,154.97,-0.0057796855
116.56,154.97,-0.0057819834
116.56,154.97,-0.0057834210
116.57,154.97,-0.0057847147
116.57,154.97,-0.0057860870
116.57,154.97,-0.0057875028
116.57,154.97,-0.0057882848
116.57,154.97,-0.0057879386
116.58,154.97,-0.0057877717
116.58,154.97,-0.0057869687
116.58,154.97,-0.0057858100
116.58,154.97,-0.0057858005
116.58,154.97,-0.0057858205
116.58,154.97,-0.0057851954
116.59,154.97,-0.0057839055
116.59,154.97,-0.0057834702
116.59,154.97,-0.0057830706
116.59,154.97,-0.0057842717
116.59,154.97,-0.0057853637
116.59,154.97,-0.0057863865
116.6,154.97,-0.0057872705
116.6,154.97,-0.0057876210
116.6,154.97,-0.0057884445
116.6,154.97,-0.0057883043
116.6,154.97,-0.0057883925
116.6,154.97,-0.0057881670
116.6,154.97,-0.0057887144
116.61,154.97,-0.0057889977
116.61,154.97,-0.0057889795
116.61,154.97,-0.0057892585
116.61,154.97,-0.0057901998
116.61,154.97,-0.0057905483
116.61,154.97,-0.0057916880
116.62,154.97,-0.0057922659
116.62,154.97,-0.0057928824
116.62,154.97,-0.0057920561
116.62,154.97,-0.0057911305
116.62,154.97,-0.0057900400
116.63,154.97,-0.0057889156
116.63,154.97,-0.0057867084
116.63,154.97,-0.0057855172
116.63,154.97,-0.0057839260
116.63,154.97,-0.0057826247
116.63,154.97,-0.0057806454
116.64,154.97,-0.0057799573
116.64,154.97,-0.0057791557
116.64,154.97,-0.0057784042
116.64,154.97,-0.0057778683
116.64,154.97,-0.0057783914
116.64,154.97,-0.0057799587
116.65,154.97,-0.0057802591
116.65,154.97,-0.0057808609
116.65,154.97,-0.0057815270
116.65,154.97,-0.0057817540
116.65,154.97,-0.0057821598
116.65,154.97,-0.0057823091
116.65,154.97,-0.0057819500
116.66,154.97,-0.0057810493
116.66,154.97,-0.0057800579
116.66,154.97,-0.0057787075
116.66,154.97,-0.0057785716
116.66,154.97,-0.0057772107
116.66,154.97,-0.0057770753
116.67,154.97,-0.0057780743
116.67,154.97,-0.0057788606
116.67,154.97,-0.0057788510
116.67,154.97,-0.0057792878
116.67,154.97,-0.0057787724
116.68,154.97,-0.0057787027
116.68,154.97,-0.0057789516
116.68,154.97,-0.0057791848
116.68,154.97,-0.0057808809
116.68,154.97,-0.0057825742
116.68,154.97,-0.0057835417
116.69,154.97,-0.0057847657
116.69,154.97,-0.0057850847
116.69,154.97,-0.0057853460
116.69,154.97,-0.0057842855
116.69,154.97,-0.0057829533
116.69,154.97,-0.0057816877
116.7,154.97,-0.0057797070
116.7,154.97,-0.0057788939
116.7,154.97,-0.0057787104
116.7,154.97,-0.0057783971
116.7,154.97,-0.0057783914
116.7,154.97,-0.0057779226
116.7,154.97,-0.0057782507
116.71,154.97,-0.0057793484
116.71,154.97,-0.0057805619
116.71,154.97,-0.0057822347
116.71,154.97,-0.0057833638
116.71,154.97,-0.0057838316
116.71,154.97,-0.0057849731
116.72,154.97,-0.0057845693
116.72,154.97,-0.0057846751
116.72,154.97,-0.0057836041
116.72,154.97,-0.0057832265
116.72,154.97,-0.0057830787
116.73,154.97,-0.0057820163
116.73,154.97,-0.0057802334
116.73,154.97,-0.0057783737
116.73,154.97,-0.0057771587
116.73,154.97,-0.0057765317
116.73,154.97,-0.0057767148
116.74,154.97,-0.0057762036
116.74,154.97,-0.0057765360
116.74,154.97,-0.0057761545
116.74,154.97,-0.0057765360
116.74,154.97,-0.0057784209
116.74,154.97,-0.0057793097
116.75,154.97,-0.0057796021
116.75,154.97,-0.0057797098
116.75,154.97,-0.0057794585
116.75,154.97,-0.0057784619
116.75,154.97,-0.0057778263
116.75,154.97,-0.0057775087
116.75,154.97,-0.0057776575
116.76,154.97,-0.0057769184
116.76,154.97,-0.0057760983
116.76,154.97,-0.0057747669
116.76,154.97,-0.0057733197
116.76,154.97,-0.0057724929
116.76,154.97,-0.0057721167
116.77,154.97,-0.0057725005
116.77,154.97,-0.0057724023
116.77,154.97,-0.0057731495
116.77,154.97,-0.0057743273
116.77,154.97,-0.0057753339
116.78,154.97,-0.0057744784
116.78,154.97,-0.0057732387
116.78,154.97,-0.0057729340
116.78,154.97,-0.0057725220
116.78,154.97,-0.0057712464
116.78,154.97,-0.0057698593
116.79,154.97,-0.0057687616
116.79,154.97,-0.0057687068
116.79,154.97,-0.0057686224
116.79,154.97,-0.0057693348
116.79,154.97,-0.0057701259
116.79,154.97,-0.0057692299
116.8,154.97,-0.0057692657
116.8,154.97,-0.0057708197
116.8,154.97,-0.0057720881
116.8,154.97,-0.0057721243
116.8,154.97,-0.0057729502
116.8,154.97,-0.0057732072
116.8,154.97,-0.0057733350
116.81,154.97,-0.0057730384
116.81,154.97,-0.0057729263
116.81,154.97,-0.0057732258
116.81,154.97,-0.0057724581
116.81,154.97,-0.0057725301
116.81,154.97,-0.0057720065
116.82,154.97,-0.0057709203
116.82,154.97,-0.0057700686
116.82,154.97,-0.0057701859
116.82,154.97,-0.0057695622
116.82,154.97,-0.0057690763
116.83,154.97,-0.0057695737
116.83,154.97,-0.0057707601
116.83,154.97,-0.0057729425
116.83,154.97,-0.0057766347
116.83,154.97,-0.0057810755
116.83,154.97,-0.0057853079
116.84,154.97,-0.0057877207
116.84,154.97,-0.0057883596
116.84,154.97,-0.0057866154
116.84,154.97,-0.0057849946
116.84,154.97,-0.0057816577
116.84,154.97,-0.0057779546
116.85,154.97,-0.0057741961
116.85,154.97,-0.0057703447
116.85,154.97,-0.0057678752
116.85,154.97,-0.0057658067
116.85,154.97,-0.0057645926
116.85,154.97,-0.0057641749
116.85,154.97,-0.0057639537
116.86,154.97,-0.0057650251
116.86,154.97,-0.0057665772
116.86,154.97,-0.0057680960
116.86,154.97,-0.0057706456
116.86,154.97,-0.0057737088
116.86,154.97,-0.0057767172
116.87,154.97,-0.0057789497
116.87,154.97,-0.0057801495
116.87,154.97,-0.0057813697
116.87,154.97,-0.0057819405
116.87,154.97,-0.0057812901
116.88,154.97,-0.0057806025
116.88,154.97,-0.0057804503
116.88,154.97,-0.0057793465
116.88,154.97,-0.0057782931
116.88,154.97,-0.0057772570
116.88,154.97,-0.0057773118
116.89,154.97,-0.0057782745
116.89,154.97,-0.0057792516
116.89,154.97,-0.0057806139
116.89,154.97,-0.0057810941
116.89,154.97,-0.0057818589
116.89,154.97,-0.0057828178
116.9,154.97,-0.0057839470
116.9,154.97,-0.0057844920
116.9,154.97,-0.0057842274
116.9,154.97,-0.0057830362
116.9,154.97,-0.0057811069
116.9,154.97,-0.0057784343
116.9,154.97,-0.0057762833
116.91,154.97,-0.0057744455
116.91,154.97,-0.0057731843
116.91,154.97,-0.0057721357
116.91,154.97,-0.0057727232
116.91,154.97,-0.0057741718
116.91,154.97,-0.0057756262
116.92,154.97,-0.0057774529
116.92,154.97,-0.0057795076
116.92,154.97,-0.0057808504
116.92,154.97,-0.0057804999
116.92,154.97,-0.0057804112
116.93,154.97,-0.0057807269
116.93,154.97,-0.0057806997
116.93,154.97,-0.0057798853
116.93,154.97,-0.0057797213
116.93,154.97,-0.0057788873
116.93,154.97,-0.0057767248
116.94,154.97,-0.0057753248
116.94,154.97,-0.0057739992
116.94,154.97,-0.0057726512
116.94,154.97,-0.0057720799
116.94,154.97,-0.0057716713
116.94,154.97,-0.0057724676
116.95,154.97,-0.0057740693
116.95,154.97,-0.0057753248
116.95,154.97,-0.0057763734
116.95,154.97,-0.0057757521
116.95,154.97,-0.0057756600
116.95,154.97,-0.0057752118
116.95,154.97,-0.0057747884
116.96,154.97,-0.0057750144
116.96,154.97,-0.0057735820
116.96,154.97,-0.0057727032
116.96,154.97,-0.0057729616
116.96,154.97,-0.0057726040
116.96,154.97,-0.0057716455
116.97,154.97,-0.0057703156
116.97,154.97,-0.0057694569
116.97,154.97,-0.0057685966
116.97,154.97,-0.0057677498
116.97,154.97,-0.0057676234
116.98,154.97,-0.0057681947
116.98,154.97,-0.0057685757
116.98,154.97,-0.0057682505
116.98,154.97,-0.0057677789
116.98,154.97,-0.0057663116
116.98,154.97,-0.0057642627
116.99,154.97,-0.0057620745
116.99,154.97,-0.0057599974
116.99,154.97,-0.0057591991
116.99,154.97,-0.0057602258
116.99,154.97,-0.0057612858
116.99,154.97,-0.0057626171
117,154.97,-0.0057642131
117,154.97,-0.0057652407
117,154.97,-0.0057653651
117,154.97,-0.0057660913
117,154.97,-0.0057672262
117,154.97,-0.0057680392
117,154.97,-0.0057687140
117.01,154.97,-0.0057688961
117.01,154.97,-0.0057687078
117.01,154.97,-0.0057683859
117.01,154.97,-0.0057682467
117.01,154.97,-0.0057686210
117.01,154.97,-0.0057683206
117.02,154.97,-0.0057681375
117.02,154.97,-0.0057668810
117.02,154.97,-0.0057660875
117.02,154.97,-0.0057653542
117.02,154.97,-0.0057653880
117.03,154.97,-0.0057667203
117.03,154.97,-0.0057682757
117.03,154.97,-0.0057689929
117.03,154.97,-0.0057691741
117.03,154.97,-0.0057688775
117.03,154.97,-0.0057682862
117.04,154.97,-0.0057689514
117.04,154.97,-0.0057695289
117.04,154.97,-0.0057689552
117.04,154.97,-0.0057680340
117.04,154.97,-0.0057682872
117.04,154.97,-0.0057693014
117.05,154.97,-0.0057688932
117.05,154.97,-0.0057693095
117.05,154.97,-0.0057699194
117.05,154.97,-0.0057709112
117.05,154.97,-0.0057703667
117.05,154.97,-0.0057686453
117.05,154.97,-0.0057675619
117.06,154.97,-0.0057666993
117.06,154.97,-0.0057672033
117.06,154.97,-0.0057682648
117.06,154.97,-0.0057685180
117.06,154.97,-0.0057670512
117.06,154.97,-0.0057664576
117.07,154.97,-0.0057667704
117.07,154.97,-0.0057686048
117.07,154.97,-0.0057697120
117.07,154.97,-0.0057704496
117.07,154.97,-0.0057709899
117.08,154.97,-0.0057713556
117.08,154.97,-0.0057719598
117.08,154.97,-0.0057727003
117.08,154.97,-0.0057735281
117.08,154.97,-0.0057736983
117.08,154.97,-0.0057735028
117.09,154.97,-0.0057737727
117.09,154.97,-0.0057738547
117.09,154.97,-0.0057751679
117.09,154.97,-0.0057753935
117.09,154.97,-0.0057770538
117.09,154.97,-0.0057778034
117.1,154.97,-0.0057780042
117.1,154.97,-0.0057784519
117.1,154.97,-0.0057795973
117.1,154.97,-0.0057818742
117.1,154.97,-0.0057831149
117.1,154.97,-0.0057838392
117.1,154.97,-0.0057832618
117.11,154.97,-0.0057828741
117.11,154.97,-0.0057821603
117.11,154.97,-0.0057811184
117.11,154.97,-0.0057812085
117.11,154.97,-0.0057812476
117.11,154.97,-0.0057818618
117.12,154.97,-0.0057826033
117.12,154.97,-0.0057845540
117.12,154.97,-0.0057870502
117.12,154.97,-0.0057889900
117.12,154.97,-0.0057902060
117.13,154.97,-0.0057900286
117.13,154.97,-0.0057890472
117.13,154.97,-0.0057865419
117.13,154.97,-0.0057838855
117.13,154.97,-0.0057811813
117.13,154.97,-0.0057778826
117.14,154.97,-0.0057760386
117.14,154.97,-0.0057757010
117.14,154.97,-0.0057763801
117.14,154.97,-0.0057778320
117.14,154.97,-0.0057794514
117.14,154.97,-0.0057811217
117.15,154.97,-0.0057837100
117.15,154.97,-0.0057854605
117.15,154.97,-0.0057851362
117.15,154.97,-0.0057845807
117.15,154.97,-0.0057847281
117.15,154.97,-0.0057840886
117.15,154.97,-0.0057844133
117.16,154.97,-0.0057848310
117.16,154.97,-0.0057845263
117.16,154.97,-0.0057850175
117.16,154.97,-0.0057870831
117.16,154.97,-0.0057888274
117.16,154.97,-0.0057906661
117.17,154.97,-0.0057912240
117.17,154.97,-0.0057917247
117.17,154.97,-0.0057913780
117.17,154.97,-0.0057913241
117.17,154.97,-0.0057901587
117.18,154.97,-0.0057881413
117.18,154.97,-0.0057868509
117.18,154.97,-0.0057848291
117.18,154.97,-0.0057831473
117.18,154.97,-0.0057808189
117.18,154.97,-0.0057795467
117.19,154.97,-0.0057769494
117.19,154.97,-0.0057761235
117.19,154.97,-0.0057751045
117.19,154.97,-0.0057757864
117.19,154.97,-0.0057753134
117.19,154.97,-0.0057745500
117.2,154.97,-0.0057736158
117.2,154.97,-0.0057738090
117.2,154.97,-0.0057733531
117.2,154.97,-0.0057738829
117.2,154.97,-0.0057735062
117.2,154.97,-0.0057745299
117.2,154.97,-0.0057755804
117.21,154.97,-0.0057753577
117.21,154.97,-0.0057754884
117.21,154.97,-0.0057760477
117.21,154.97,-0.0057759862
117.21,154.97,-0.0057759404
117.21,154.97,-0.0057754736
117.22,154.97,-0.0057746067
117.22,154.97,-0.0057739730
117.22,154.97,-0.0057727365
117.22,154.97,-0.0057720661
117.22,154.97,-0.0057719474
117.23,154.97,-0.0057718744
117.23,154.97,-0.0057726808
117.23,154.97,-0.0057745891
117.23,154.97,-0.0057758017
117.23,154.97,-0.0057776852
117.23,154.97,-0.0057786865
117.24,154.97,-0.0057794347
117.24,154.97,-0.0057790623
117.24,154.97,-0.0057785411
117.24,154.97,-0.0057776089
117.24,154.97,-0.0057764292
117.24,154.97,-0.0057756267
117.25,154.97,-0.0057749619
117.25,154.97,-0.0057742019
117.25,154.97,-0.0057743979
117.25,154.97,-0.0057747097
117.25,154.97,-0.0057761350
117.25,154.97,-0.0057767825
117.25,154.97,-0.0057776308
117.26,154.97,-0.0057780232
117.26,154.97,-0.0057777524
117.26,154.97,-0.0057776961
117.26,154.97,-0.0057770510
117.26,154.97,-0.0057778916
117.26,154.97,-0.0057784381
117.27,154.97,-0.0057782068
117.27,154.97,-0.0057781501
117.27,154.97,-0.0057786241
117.27,154.97,-0.0057807174
117.27,154.97,-0.0057823753
117.28,154.97,-0.0057850156
117.28,154.97,-0.0057883406
117.28,154.97,-0.0057901282
117.28,154.97,-0.0057912841
117.28,154.97,-0.0057934074
117.28,154.97,-0.0057951937
117.29,154.97,-0.0057960963
117.29,154.97,-0.0057966270
117.29,154.97,-0.0057973852
117.29,154.97,-0.0057971473
117.29,154.97,-0.0057974987
117.29,154.97,-0.0057980924
117.3,154.97,-0.0057986217
117.3,154.97,-0.0057997475
117.3,154.97,-0.0057992229
117.3,154.97,-0.0057994161
117.3,154.97,-0.0057999120
117.3,154.97,-0.0058001547
117.3,154.97,-0.0057997231
117.31,154.97,-0.0057995782
117.31,154.97,-0.0057995811
117.31,154.97,-0.0057998505
117.31,154.97,-0.0057995977
117.31,154.97,-0.0057979407
117.31,154.97,-0.0057965059
117.32,154.97,-0.0057953467
117.32,154.97,-0.0057936082
117.32,154.97,-0.0057913952
117.32,154.97,-0.0057895684
117.32,154.97,-0.0057885418
117.33,154.97,-0.0057871528
117.33,154.97,-0.0057866955
117.33,154.97,-0.0057869263
117.33,154.97,-0.0057869744
117.33,154.97,-0.0057864289
117.33,154.97,-0.0057856860
117.34,154.97,-0.0057859874
117.34,154.97,-0.0057858915
117.34,154.97,-0.0057861490
117.34,154.97,-0.0057868638
117.34,154.97,-0.0057870255
117.34,154.97,-0.0057867131
117.35,154.97,-0.0057865133
117.35,154.97,-0.0057861867
117.35,154.97,-0.0057864594
117.35,154.97,-0.0057858300
117.35,154.97,-0.0057851658
117.35,154.97,-0.0057844920
117.35,154.97,-0.0057838564
117.36,154.97,-0.0057830658
117.36,154.97,-0.0057834482
117.36,154.97,-0.0057844362
117.36,154.97,-0.0057856545
117.36,154.97,-0.0057850871
117.36,154.97,-0.0057845097
117.37,154.97,-0.0057837605
117.37,154.97,-0.0057840261
117.37,154.97,-0.0057838335
117.37,154.97,-0.0057843399
117.37,154.97,-0.0057844725
117.38,154.97,-0.0057850542
117.38,154.97,-0.0057858677
117.38,154.97,-0.0057868853
117.38,154.97,-0.0057878656
117.38,154.97,-0.0057883487
117.38,154.97,-0.0057882257
117.39,154.97,-0.0057877173
117.39,154.97,-0.0057862883
117.39,154.97,-0.0057846274
117.39,154.97,-0.0057835402
