Temperature (°C),Heat flow (W/g)
159.38,-0.283
159.39,-0.283
159.41,-0.284
159.43,-0.284
159.44,-0.284
159.46,-0.284
159.48,-0.284
159.49,-0.284
159.51,-0.284
159.53,-0.285
159.54,-0.285
159.56,-0.285
159.58,-0.285
159.6,-0.285
159.61,-0.285
159.63,-0.285
159.64,-0.286
159.66,-0.286
159.68,-0.286
159.69,-0.286
159.71,-0.286
159.73,-0.286
159.75,-0.286
159.76,-0.287
159.78,-0.287
159.8,-0.287
159.81,-0.287
159.83,-0.287
159.84,-0.288
159.86,-0.288
159.88,-0.288
159.89,-0.288
159.91,-0.288
159.93,-0.288
159.94,-0.289
159.96,-0.289
159.98,-0.289
159.99,-0.289
160.01,-0.289
160.03,-0.289
160.04,-0.29
160.06,-0.29
160.08,-0.29
160.09,-0.29
160.11,-0.29
160.13,-0.29
160.14,-0.291
160.16,-0.291
160.18,-0.291
160.19,-0.291
160.21,-0.291
160.23,-0.291
160.24,-0.292
160.26,-0.292
160.28,-0.292
160.29,-0.292
160.31,-0.292
160.33,-0.293
160.34,-0.293
160.36,-0.293
160.38,-0.293
160.39,-0.293
160.41,-0.293
160.43,-0.293
160.44,-0.294
160.46,-0.294
160.47,-0.294
160.49,-0.294
160.51,-0.294
160.52,-0.294
160.54,-0.295
160.56,-0.295
160.58,-0.295
160.59,-0.295
160.61,-0.296
160.63,-0.296
160.64,-0.296
160.66,-0.296
160.68,-0.296
160.69,-0.296
160.71,-0.296
160.72,-0.297
160.74,-0.297
160.76,-0.297
160.77,-0.297
160.79,-0.297
160.81,-0.297
160.82,-0.297
160.84,-0.297
160.86,-0.298
160.87,-0.298
160.89,-0.298
160.91,-0.298
160.92,-0.298
160.94,-0.298
160.96,-0.298
160.97,-0.298
160.99,-0.298
161.01,-0.299
161.02,-0.299
161.04,-0.299
161.06,-0.299
161.07,-0.299
161.09,-0.299
161.11,-0.299
161.12,-0.299
161.14,-0.3
161.16,-0.3
161.17,-0.3
161.19,-0.3
161.21,-0.3
161.22,-0.3
161.24,-0.3
161.26,-0.3
161.27,-0.3
161.29,-0.3
161.31,-0.3
161.32,-0.3
161.34,-0.3
161.36,-0.3
161.37,-0.3
161.39,-0.3
161.41,-0.3
161.42,-0.3
161.44,-0.301
161.46,-0.301
161.47,-0.301
161.49,-0.301
161.51,-0.301
161.52,-0.301
161.54,-0.301
161.56,-0.301
161.57,-0.301
161.59,-0.301
161.61,-0.301
161.62,-0.301
161.64,-0.301
161.66,-0.301
161.67,-0.301
161.69,-0.301
161.71,-0.301
161.72,-0.301
161.74,-0.301
161.76,-0.301
161.77,-0.301
161.79,-0.301
161.81,-0.301
161.82,-0.301
161.84,-0.301
161.86,-0.301
161.87,-0.301
161.89,-0.301
161.91,-0.301
161.92,-0.301
161.94,-0.301
161.96,-0.301
161.97,-0.301
161.99,-0.301
162.01,-0.301
162.02,-0.301
162.04,-0.301
162.06,-0.301
162.07,-0.301
162.09,-0.301
162.11,-0.301
162.12,-0.301
162.14,-0.301
162.16,-0.301
162.17,-0.301
162.19,-0.301
162.21,-0.301
162.22,-0.301
162.24,-0.301
162.26,-0.301
162.27,-0.301
162.29,-0.301
162.31,-0.301
162.32,-0.301
162.34,-0.301
162.36,-0.301
162.37,-0.301
162.39,-0.301
162.41,-0.301
162.42,-0.301
162.44,-0.301
162.46,-0.301
162.48,-0.301
162.49,-0.301
162.51,-0.301
162.53,-0.3
162.54,-0.3
162.56,-0.3
162.58,-0.3
162.59,-0.3
162.61,-0.3
162.63,-0.3
162.64,-0.3
162.66,-0.3
162.68,-0.3
162.69,-0.299
162.71,-0.299
162.73,-0.299
162.74,-0.299
162.76,-0.299
162.78,-0.299
162.79,-0.299
162.81,-0.298
162.82,-0.298
162.84,-0.298
162.86,-0.298
162.88,-0.298
162.89,-0.298
162.91,-0.298
162.93,-0.297
162.94,-0.297
162.96,-0.297
162.98,-0.297
162.99,-0.297
163.01,-0.297
163.03,-0.297
163.04,-0.297
163.06,-0.296
163.08,-0.296
163.09,-0.296
163.11,-0.296
163.13,-0.296
163.14,-0.296
163.16,-0.296
163.18,-0.296
163.19,-0.295
163.21,-0.295
163.23,-0.295
163.24,-0.295
163.26,-0.295
163.28,-0.295
163.29,-0.295
163.31,-0.295
163.33,-0.295
163.34,-0.295
163.36,-0.294
163.38,-0.294
163.39,-0.294
163.41,-0.294
163.43,-0.294
163.45,-0.294
163.46,-0.294
163.48,-0.294
163.49,-0.294
163.51,-0.293
163.53,-0.293
163.54,-0.293
163.56,-0.293
163.58,-0.293
163.59,-0.293
163.61,-0.293
163.63,-0.293
163.64,-0.293
163.66,-0.292
163.68,-0.292
163.7,-0.292
163.71,-0.292
163.73,-0.292
163.74,-0.292
163.76,-0.292
163.78,-0.292
163.8,-0.292
163.81,-0.291
163.83,-0.291
163.85,-0.291
163.86,-0.291
163.88,-0.291
163.9,-0.291
163.91,-0.291
163.93,-0.291
163.95,-0.291
163.96,-0.291
163.98,-0.29
164.0,-0.29
164.01,-0.29
164.03,-0.29
164.05,-0.29
164.06,-0.29
164.08,-0.29
164.1,-0.29
164.11,-0.29
164.13,-0.289
164.15,-0.289
164.16,-0.289
164.18,-0.289
164.2,-0.289
164.21,-0.289
164.23,-0.289
164.25,-0.289
164.26,-0.289
164.28,-0.289
164.3,-0.288
164.31,-0.288
164.33,-0.288
164.35,-0.288
164.36,-0.288
164.38,-0.288
164.4,-0.288
164.41,-0.288
164.43,-0.288
164.45,-0.288
164.46,-0.288
164.48,-0.288
164.5,-0.288
164.51,-0.288
164.53,-0.287
164.55,-0.287
164.57,-0.287
164.58,-0.287
164.6,-0.287
164.61,-0.287
164.63,-0.287
164.65,-0.287
164.67,-0.287
164.68,-0.287
164.7,-0.287
164.72,-0.286
164.73,-0.286
164.75,-0.286
164.77,-0.286
164.78,-0.286
164.8,-0.286
164.82,-0.286
164.83,-0.286
164.85,-0.286
164.87,-0.286
164.88,-0.286
164.9,-0.286
164.92,-0.286
164.93,-0.286
164.95,-0.286
164.97,-0.286
164.98,-0.286
165.0,-0.286
165.02,-0.286
165.03,-0.286
165.05,-0.286
165.07,-0.286
165.08,-0.286
165.1,-0.286
165.12,-0.286
165.13,-0.286
165.15,-0.286
165.17,-0.286
165.18,-0.285
165.2,-0.285
165.22,-0.285
165.23,-0.285
165.25,-0.285
165.27,-0.285
165.28,-0.285
165.3,-0.285
165.32,-0.285
165.33,-0.285
165.35,-0.285
165.37,-0.285
165.38,-0.285
165.4,-0.285
165.42,-0.285
165.43,-0.285
165.45,-0.285
165.47,-0.285
165.48,-0.285
165.5,-0.285
165.52,-0.285
165.53,-0.285
165.55,-0.285
165.57,-0.285
165.58,-0.285
165.6,-0.285
165.62,-0.285
165.63,-0.285
165.65,-0.285
165.67,-0.285
165.68,-0.285
165.7,-0.285
165.72,-0.285
165.73,-0.284
165.75,-0.284
165.77,-0.284
165.78,-0.284
165.8,-0.284
165.82,-0.284
165.83,-0.284
165.85,-0.284
165.87,-0.284
165.88,-0.284
165.9,-0.284
165.92,-0.284
165.93,-0.284
165.95,-0.284
165.97,-0.284
165.98,-0.284
166.0,-0.284
166.02,-0.284
166.03,-0.284
166.05,-0.284
166.07,-0.284
166.08,-0.284
166.1,-0.284
166.12,-0.284
166.13,-0.284
166.15,-0.284
166.17,-0.284
166.18,-0.284
166.2,-0.284
166.22,-0.284
166.23,-0.284
166.25,-0.284
166.27,-0.284
166.28,-0.284
166.3,-0.284
166.32,-0.284
166.33,-0.284
166.35,-0.284
166.37,-0.284
166.38,-0.284
166.4,-0.283
166.42,-0.283
166.43,-0.283
166.45,-0.283
166.47,-0.283
166.48,-0.283
166.5,-0.283
166.52,-0.283
166.53,-0.283
166.55,-0.283
166.57,-0.283
166.58,-0.283
166.6,-0.283
166.62,-0.283
166.63,-0.283
166.65,-0.283
166.67,-0.283
166.68,-0.283
166.7,-0.283
166.72,-0.283
166.73,-0.283
166.75,-0.283
166.77,-0.283
166.78,-0.283
166.8,-0.283
166.82,-0.283
166.83,-0.283
166.85,-0.283
166.87,-0.283
166.88,-0.283
166.9,-0.283
166.92,-0.283
166.93,-0.283
166.95,-0.283
166.97,-0.283
166.98,-0.283
167.0,-0.283
167.02,-0.283
167.03,-0.283
167.05,-0.283
167.07,-0.283
167.08,-0.283
167.1,-0.283
167.12,-0.283
167.13,-0.283
167.15,-0.283
167.17,-0.283
167.18,-0.283
167.2,-0.283
167.22,-0.283
167.23,-0.283
167.25,-0.283
167.27,-0.283
167.28,-0.283
167.3,-0.283
167.32,-0.283
167.33,-0.283
167.35,-0.282
167.37,-0.282
167.39,-0.282
167.4,-0.282
167.42,-0.282
167.43,-0.282
167.45,-0.282
167.47,-0.282
167.49,-0.282
167.5,-0.282
167.52,-0.282
167.53,-0.282
167.55,-0.282
167.57,-0.282
167.58,-0.282
167.6,-0.282
167.62,-0.282
167.63,-0.282
167.65,-0.282
167.67,-0.282
167.68,-0.282
167.7,-0.282
167.72,-0.282
167.73,-0.282
167.75,-0.282
167.77,-0.282
167.78,-0.282
167.8,-0.282
167.82,-0.282
167.83,-0.282
167.85,-0.282
167.87,-0.282
167.88,-0.282
167.9,-0.282
167.92,-0.282
167.94,-0.282
167.95,-0.282
167.97,-0.282
167.98,-0.282
168.0,-0.282
168.02,-0.282
168.03,-0.282
168.05,-0.282
168.07,-0.282
168.08,-0.282
168.1,-0.282
168.12,-0.282
168.13,-0.282
168.15,-0.282
168.17,-0.282
168.19,-0.282
168.2,-0.282
168.22,-0.282
168.24,-0.282
168.25,-0.282
168.27,-0.282
168.29,-0.282
168.3,-0.282
168.32,-0.282
168.33,-0.282
168.35,-0.282
168.37,-0.282
168.39,-0.282
168.4,-0.282
168.42,-0.282
168.44,-0.282
168.45,-0.282
168.47,-0.282
168.48,-0.282
168.5,-0.282
168.52,-0.282
168.54,-0.282
168.55,-0.282
168.57,-0.282
168.59,-0.282
168.6,-0.282
168.62,-0.282
168.64,-0.282
168.65,-0.282
168.67,-0.282
168.69,-0.282
168.7,-0.282
168.72,-0.282
168.74,-0.282
168.75,-0.282
168.77,-0.282
168.79,-0.282
168.8,-0.282
168.82,-0.282
168.84,-0.282
168.85,-0.282
168.87,-0.282
168.88,-0.282
168.9,-0.282
168.92,-0.282
168.94,-0.282
168.95,-0.282
168.97,-0.282
168.99,-0.282
169.0,-0.282
169.02,-0.282
169.04,-0.282
169.05,-0.282
169.07,-0.282
169.09,-0.282
169.1,-0.282
169.12,-0.282
169.14,-0.282
169.15,-0.282
169.17,-0.282
169.19,-0.282
169.2,-0.282
169.22,-0.282
169.24,-0.282
169.25,-0.282
169.27,-0.282
169.29,-0.282
169.3,-0.282
169.32,-0.282
169.34,-0.282
169.35,-0.282
169.37,-0.282
169.39,-0.282
169.4,-0.282
169.42,-0.282
169.44,-0.282
169.45,-0.282
169.47,-0.282
169.49,-0.282
169.5,-0.282
169.52,-0.282
169.54,-0.282
169.55,-0.282
169.57,-0.282
169.59,-0.282
169.6,-0.282
169.62,-0.282
169.64,-0.282
169.65,-0.282
169.67,-0.282
169.69,-0.282
169.7,-0.282
169.72,-0.282
169.74,-0.282
169.75,-0.282
169.77,-0.282
169.79,-0.282
169.8,-0.282
169.82,-0.282
169.84,-0.282
169.85,-0.282
169.87,-0.282
169.89,-0.282
169.9,-0.282
169.92,-0.282
169.93,-0.282
169.95,-0.282
169.97,-0.282
169.99,-0.282
170.0,-0.282
170.02,-0.282
170.04,-0.282
170.05,-0.282
170.07,-0.282
170.09,-0.282
170.1,-0.282
170.12,-0.282
170.14,-0.282
170.15,-0.282
170.17,-0.282
170.19,-0.282
170.2,-0.282
170.22,-0.282
170.24,-0.282
170.25,-0.282
170.27,-0.282
170.28,-0.282
170.3,-0.282
170.32,-0.282
170.34,-0.282
170.35,-0.282
170.37,-0.282
170.39,-0.282
170.4,-0.282
170.42,-0.282
170.44,-0.282
170.45,-0.282
170.47,-0.282
170.49,-0.282
170.5,-0.282
170.52,-0.282
170.54,-0.282
170.55,-0.282
170.57,-0.282
170.59,-0.282
170.6,-0.282
170.62,-0.282
170.64,-0.282
170.65,-0.282
170.67,-0.282
170.69,-0.282
170.7,-0.282
170.72,-0.282
170.73,-0.282
170.75,-0.282
170.77,-0.282
170.79,-0.282
170.8,-0.282
170.82,-0.282
170.84,-0.282
170.85,-0.282
170.87,-0.282
170.89,-0.282
170.9,-0.282
170.92,-0.282
170.94,-0.282
170.95,-0.282
170.97,-0.282
170.99,-0.282
171.0,-0.282
171.02,-0.282
171.04,-0.282
171.05,-0.282
171.07,-0.282
171.09,-0.282
171.1,-0.282
171.12,-0.282
171.14,-0.282
171.15,-0.282
171.17,-0.282
171.19,-0.282
171.2,-0.282
171.22,-0.282
171.24,-0.282
171.25,-0.282
171.27,-0.282
171.29,-0.282
171.3,-0.282
171.32,-0.282
171.34,-0.282
171.35,-0.282
171.37,-0.282
171.39,-0.282
171.4,-0.282
171.42,-0.282
171.44,-0.282
171.45,-0.282
171.47,-0.282
171.49,-0.282
171.5,-0.282
171.52,-0.282
171.54,-0.282
171.55,-0.282
171.57,-0.282
171.59,-0.282
171.6,-0.282
171.62,-0.282
171.64,-0.282
171.65,-0.282
171.67,-0.282
171.69,-0.282
171.7,-0.282
171.72,-0.282
171.74,-0.282
171.75,-0.282
171.77,-0.282
171.79,-0.282
171.8,-0.282
171.82,-0.282
171.84,-0.282
171.85,-0.282
171.87,-0.282
171.89,-0.282
171.9,-0.282
171.92,-0.282
171.94,-0.282
171.95,-0.282
171.97,-0.282
171.99,-0.282
172.0,-0.282
172.02,-0.282
172.04,-0.282
172.05,-0.282
172.07,-0.282
172.09,-0.282
172.1,-0.282
172.12,-0.282
172.14,-0.282
172.15,-0.282
172.17,-0.282
172.19,-0.282
172.2,-0.282
172.22,-0.282
172.24,-0.282
172.25,-0.282
172.27,-0.282
172.29,-0.282
172.3,-0.282
172.32,-0.282
172.34,-0.282
172.35,-0.282
172.37,-0.282
172.39,-0.282
172.4,-0.282
172.42,-0.282
172.44,-0.282
172.45,-0.282
172.47,-0.282
172.49,-0.282
172.5,-0.282
172.52,-0.282
172.54,-0.282
172.55,-0.282
172.57,-0.282
172.59,-0.282
172.6,-0.282
172.62,-0.282
172.64,-0.282
172.65,-0.282
172.67,-0.282
172.69,-0.282
172.7,-0.282
172.72,-0.282
172.74,-0.282
172.75,-0.282
172.77,-0.282
172.79,-0.282
172.8,-0.282
172.82,-0.282
172.84,-0.282
172.85,-0.282
172.87,-0.282
172.89,-0.282
172.9,-0.282
172.92,-0.282
172.94,-0.282
172.95,-0.282
172.97,-0.282
172.99,-0.282
173.0,-0.282
173.02,-0.282
173.04,-0.282
173.05,-0.282
173.07,-0.282
173.09,-0.282
173.1,-0.282
173.12,-0.282
173.14,-0.282
173.15,-0.282
173.17,-0.282
173.19,-0.282
173.2,-0.282
173.22,-0.282
173.24,-0.282
173.25,-0.282
173.27,-0.282
173.29,-0.282
173.3,-0.282
173.32,-0.282
173.34,-0.282
173.35,-0.282
173.37,-0.282
173.39,-0.282
173.4,-0.282
173.42,-0.282
173.44,-0.282
173.45,-0.282
173.47,-0.282
173.49,-0.282
173.5,-0.282
173.52,-0.282
173.54,-0.282
173.55,-0.282
173.57,-0.282
173.59,-0.282
173.6,-0.282
173.62,-0.282
173.64,-0.282
173.65,-0.282
173.67,-0.282
173.69,-0.282
173.7,-0.282
173.72,-0.282
173.74,-0.282
173.75,-0.282
173.77,-0.282
173.79,-0.282
173.8,-0.282
173.82,-0.282
173.84,-0.282
173.85,-0.282
173.87,-0.282
173.89,-0.282
173.9,-0.282
173.92,-0.282
173.94,-0.282
173.95,-0.282
173.97,-0.282
173.99,-0.282
174.0,-0.282
174.02,-0.282
174.04,-0.282
174.05,-0.282
174.07,-0.282
174.09,-0.282
174.1,-0.282
174.12,-0.282
174.14,-0.282
174.15,-0.282
174.17,-0.282
174.19,-0.282
174.2,-0.282
174.22,-0.282
174.24,-0.282
174.25,-0.282
174.27,-0.282
174.29,-0.282
174.3,-0.282
174.32,-0.282
174.34,-0.282
174.35,-0.282
174.37,-0.282
174.39,-0.282
174.4,-0.282
174.42,-0.282
174.44,-0.282
174.45,-0.282
174.47,-0.282
174.49,-0.282
174.5,-0.282
174.52,-0.282
174.54,-0.282
174.55,-0.282
174.57,-0.282
174.59,-0.282
174.6,-0.282
174.62,-0.282
174.64,-0.282
174.65,-0.282
174.67,-0.282
174.69,-0.282
174.7,-0.282
174.72,-0.282
174.74,-0.282
174.75,-0.282
174.77,-0.282
174.79,-0.282
174.8,-0.282
174.82,-0.282
174.84,-0.282
174.85,-0.282
174.87,-0.282
174.89,-0.282
174.9,-0.282
174.92,-0.282
174.94,-0.282
174.95,-0.282
174.97,-0.282
174.99,-0.282
175.0,-0.282
175.02,-0.282
175.04,-0.282
175.05,-0.282
175.07,-0.282
175.09,-0.282
175.1,-0.282
175.12,-0.282
175.14,-0.282
175.15,-0.282
175.17,-0.282
175.19,-0.282
175.2,-0.282
175.22,-0.282
175.24,-0.283
175.25,-0.283
175.27,-0.283
175.29,-0.283
175.3,-0.283
175.32,-0.283
175.34,-0.283
175.35,-0.283
175.37,-0.283
175.39,-0.283
175.4,-0.283
175.42,-0.283
175.44,-0.283
175.45,-0.283
175.47,-0.283
175.49,-0.283
175.5,-0.283
175.52,-0.283
175.54,-0.283
175.55,-0.283
175.57,-0.283
175.59,-0.283
175.6,-0.283
175.62,-0.283
175.64,-0.283
175.65,-0.283
175.67,-0.283
175.69,-0.283
175.71,-0.283
175.72,-0.283
175.74,-0.283
175.76,-0.283
175.77,-0.283
175.79,-0.283
175.8,-0.283
175.82,-0.283
175.84,-0.283
175.85,-0.283
175.87,-0.283
175.89,-0.283
175.91,-0.283
175.92,-0.283
175.94,-0.283
175.96,-0.283
175.97,-0.283
175.99,-0.283
176.0,-0.283
176.02,-0.283
176.04,-0.283
176.05,-0.283
176.07,-0.283
176.09,-0.283
176.1,-0.283
176.12,-0.283
176.14,-0.283
176.16,-0.283
176.17,-0.283
176.19,-0.283
176.2,-0.283
176.22,-0.283
176.24,-0.283
176.26,-0.283
176.27,-0.283
176.29,-0.283
176.3,-0.283
176.32,-0.283
176.34,-0.283
176.36,-0.283
176.37,-0.283
176.39,-0.283
176.41,-0.283
176.42,-0.283
176.44,-0.283
176.45,-0.283
176.47,-0.283
176.49,-0.283
176.51,-0.283
176.52,-0.283
176.54,-0.283
176.55,-0.283
176.57,-0.283
176.59,-0.283
176.6,-0.283
176.62,-0.283
176.64,-0.283
176.66,-0.283
176.67,-0.283
176.69,-0.283
176.7,-0.283
176.72,-0.283
176.74,-0.283
176.75,-0.283
176.77,-0.283
176.79,-0.283
176.81,-0.283
176.82,-0.283
176.84,-0.283
176.85,-0.283
176.87,-0.283
176.89,-0.283
176.9,-0.283
176.92,-0.283
176.94,-0.283
176.96,-0.283
176.97,-0.283
176.99,-0.283
177.01,-0.283
177.02,-0.283
177.04,-0.283
177.05,-0.283
177.07,-0.283
177.09,-0.283
177.11,-0.283
177.12,-0.283
177.14,-0.283
177.16,-0.283
177.17,-0.283
177.19,-0.283
177.21,-0.283
177.22,-0.283
177.24,-0.283
177.26,-0.283
177.27,-0.283
177.29,-0.283
177.31,-0.283
177.32,-0.283
177.34,-0.283
177.36,-0.283
177.37,-0.283
177.39,-0.283
177.41,-0.283
177.42,-0.283
177.44,-0.283
177.45,-0.283
177.47,-0.283
177.49,-0.283
177.51,-0.283
177.52,-0.283
177.54,-0.283
177.56,-0.283
177.57,-0.283
177.59,-0.283
177.6,-0.283
177.62,-0.283
177.64,-0.283
177.66,-0.283
177.67,-0.283
177.69,-0.283
177.71,-0.283
177.72,-0.283
177.74,-0.283
177.76,-0.283
177.77,-0.283
177.79,-0.283
177.81,-0.283
177.82,-0.283
177.84,-0.283
177.86,-0.283
177.87,-0.283
177.89,-0.283
177.9,-0.283
177.92,-0.283
177.94,-0.283
177.96,-0.283
177.97,-0.283
177.99,-0.283
178.01,-0.283
178.02,-0.283
178.04,-0.283
178.06,-0.283
178.07,-0.283
178.09,-0.283
178.11,-0.283
178.12,-0.283
178.14,-0.283
178.16,-0.283
178.17,-0.283
178.19,-0.283
178.21,-0.283
178.22,-0.283
178.24,-0.283
178.26,-0.283
178.27,-0.283
178.29,-0.283
178.31,-0.283
178.32,-0.283
178.34,-0.283
178.36,-0.283
178.37,-0.283
178.39,-0.283
178.41,-0.283
178.42,-0.283
178.44,-0.283
178.46,-0.283
178.47,-0.283
178.49,-0.283
178.51,-0.283
178.52,-0.283
178.54,-0.283
178.56,-0.283
178.57,-0.283
178.59,-0.283
178.61,-0.283
178.62,-0.283
178.64,-0.283
178.66,-0.284
178.67,-0.284
178.69,-0.284
178.71,-0.284
178.72,-0.284
178.74,-0.284
178.76,-0.284
178.77,-0.284
178.79,-0.284
178.81,-0.284
178.82,-0.284
178.84,-0.284
178.86,-0.284
178.87,-0.284
178.89,-0.284
178.91,-0.284
178.92,-0.284
178.94,-0.284
178.96,-0.284
178.97,-0.284
178.99,-0.284
179.01,-0.284
179.02,-0.284
179.04,-0.284
179.06,-0.284
179.07,-0.284
179.09,-0.284
179.11,-0.284
179.12,-0.284
179.14,-0.284
179.16,-0.284
179.17,-0.284
179.19,-0.284
179.21,-0.284
179.22,-0.284
179.24,-0.284
179.26,-0.284
179.27,-0.284
179.29,-0.284
179.31,-0.284
179.32,-0.284
179.34,-0.284
179.36,-0.284
179.37,-0.284
179.39,-0.284
179.41,-0.284
179.42,-0.284
179.44,-0.284
179.46,-0.284
179.47,-0.284
179.49,-0.284
179.51,-0.284
179.52,-0.284
179.54,-0.284
179.56,-0.284
179.57,-0.284
179.59,-0.284
179.61,-0.284
179.62,-0.284
179.64,-0.284
179.66,-0.284
179.67,-0.284
179.69,-0.284
179.71,-0.284
179.72,-0.284
179.74,-0.284
179.76,-0.284
179.77,-0.284
179.79,-0.284
179.81,-0.284
179.82,-0.284
179.84,-0.284
179.86,-0.284
179.87,-0.284
179.89,-0.284
179.91,-0.284
179.92,-0.284
179.94,-0.284
179.96,-0.284
179.97,-0.284
179.99,-0.284
180.01,-0.284
180.02,-0.284
180.04,-0.284
180.06,-0.284
180.07,-0.284
180.09,-0.284
180.11,-0.284
180.12,-0.284
180.14,-0.284
180.16,-0.284
180.17,-0.284
180.19,-0.284
180.21,-0.284
180.22,-0.284
180.24,-0.284
180.26,-0.284
180.27,-0.284
180.29,-0.284
180.31,-0.284
180.32,-0.284
180.34,-0.284
180.36,-0.284
180.37,-0.284
180.39,-0.284
180.41,-0.284
180.42,-0.284
180.44,-0.284
180.46,-0.284
180.47,-0.284
180.49,-0.284
180.51,-0.284
180.52,-0.284
180.54,-0.284
180.56,-0.284
180.57,-0.284
180.59,-0.284
180.61,-0.284
180.62,-0.284
180.64,-0.284
180.66,-0.284
180.67,-0.284
180.69,-0.284
180.71,-0.284
180.72,-0.284
180.74,-0.284
180.76,-0.284
180.77,-0.284
180.79,-0.284
180.81,-0.284
180.82,-0.284
180.84,-0.284
180.86,-0.284
180.87,-0.284
180.89,-0.284
180.91,-0.284
180.92,-0.284
180.94,-0.284
180.96,-0.284
180.97,-0.284
180.99,-0.284
181.01,-0.284
181.02,-0.284
181.04,-0.284
181.06,-0.284
181.07,-0.284
181.09,-0.284
181.11,-0.284
181.12,-0.284
181.14,-0.284
181.16,-0.284
181.17,-0.284
181.19,-0.284
181.21,-0.284
181.22,-0.284
181.24,-0.284
181.26,-0.284
181.27,-0.284
181.29,-0.284
181.31,-0.284
181.32,-0.284
181.34,-0.284
181.36,-0.284
181.37,-0.284
181.39,-0.284
181.41,-0.284
181.42,-0.284
181.44,-0.284
181.46,-0.284
181.47,-0.284
181.49,-0.284
181.51,-0.284
181.52,-0.284
181.54,-0.284
181.56,-0.284
181.57,-0.284
181.59,-0.284
181.61,-0.284
181.62,-0.284
181.64,-0.284
181.66,-0.284
181.67,-0.284
181.69,-0.284
181.71,-0.284
181.72,-0.284
181.74,-0.284
181.76,-0.284
181.77,-0.284
181.79,-0.284
181.81,-0.284
181.82,-0.284
181.84,-0.284
181.86,-0.284
181.87,-0.284
181.89,-0.284
181.91,-0.284
181.92,-0.284
181.94,-0.284
181.96,-0.284
181.97,-0.284
181.99,-0.284
182.01,-0.284
182.02,-0.284
182.04,-0.284
182.06,-0.284
182.07,-0.284
182.09,-0.284
182.11,-0.284
182.12,-0.284
182.14,-0.284
182.16,-0.284
182.17,-0.284
182.19,-0.284
182.21,-0.284
182.22,-0.284
182.24,-0.284
182.26,-0.284
182.27,-0.284
182.29,-0.284
182.31,-0.284
182.32,-0.284
182.34,-0.284
182.36,-0.284
182.37,-0.284
182.39,-0.284
182.41,-0.284
182.42,-0.284
182.44,-0.284
182.46,-0.284
182.47,-0.284
182.49,-0.284
182.51,-0.284
182.52,-0.284
182.54,-0.284
182.56,-0.284
182.57,-0.284
182.59,-0.284
182.61,-0.284
182.62,-0.284
182.64,-0.284
182.66,-0.284
182.67,-0.284
182.69,-0.284
182.71,-0.284
182.73,-0.284
182.74,-0.284
182.76,-0.284
182.78,-0.284
182.79,-0.284
182.81,-0.284
182.82,-0.284
182.84,-0.284
182.86,-0.284
182.87,-0.284
182.89,-0.285
182.91,-0.285
182.92,-0.285
182.94,-0.285
182.96,-0.285
182.98,-0.285
182.99,-0.285
183.01,-0.285
183.02,-0.285
183.04,-0.285
183.06,-0.285
183.07,-0.285
183.09,-0.285
183.11,-0.285
183.12,-0.285
183.14,-0.285
183.16,-0.285
183.18,-0.285
183.19,-0.285
183.21,-0.285
183.22,-0.285
183.24,-0.285
183.26,-0.285
183.28,-0.285
183.29,-0.285
183.31,-0.285
183.33,-0.285
183.34,-0.285
183.36,-0.285
183.38,-0.285
183.39,-0.285
183.41,-0.285
183.43,-0.285
183.44,-0.285
183.46,-0.285
183.48,-0.285
183.49,-0.285
183.51,-0.285
183.53,-0.285
183.54,-0.285
183.56,-0.285
183.57,-0.285
183.59,-0.285
183.61,-0.285
183.63,-0.285
183.64,-0.285
183.66,-0.285
183.68,-0.285
183.69,-0.285
183.71,-0.285
183.73,-0.285
183.74,-0.285
183.76,-0.285
183.78,-0.285
183.79,-0.285
183.81,-0.285
183.83,-0.285
183.84,-0.285
183.86,-0.285
183.88,-0.285
183.89,-0.285
183.91,-0.285
183.93,-0.285
183.94,-0.285
183.96,-0.285
183.98,-0.285
183.99,-0.285
184.01,-0.285
184.03,-0.285
184.04,-0.285
184.06,-0.285
184.08,-0.285
184.09,-0.285
184.11,-0.285
184.13,-0.285
184.14,-0.285
184.16,-0.285
184.18,-0.285
184.19,-0.285
184.21,-0.285
184.23,-0.285
184.24,-0.285
184.26,-0.285
184.28,-0.285
184.29,-0.285
184.31,-0.285
184.33,-0.285
184.34,-0.285
184.36,-0.285
184.38,-0.285
184.39,-0.285
184.41,-0.285
184.43,-0.285
184.44,-0.285
184.46,-0.285
184.48,-0.285
184.49,-0.285
184.51,-0.285
184.53,-0.285
184.54,-0.285
184.56,-0.285
184.58,-0.285
184.59,-0.285
184.61,-0.285
184.63,-0.285
184.64,-0.285
184.66,-0.285
184.68,-0.285
184.69,-0.285
184.71,-0.285
184.72,-0.285
184.74,-0.285
184.76,-0.285
184.78,-0.285
184.79,-0.285
184.81,-0.285
184.83,-0.285
184.84,-0.285
184.86,-0.285
184.88,-0.285
184.89,-0.285
184.91,-0.285
184.92,-0.285
184.94,-0.285
184.96,-0.285
184.97,-0.285
184.99,-0.285
185.01,-0.285
185.03,-0.285
185.04,-0.285
185.06,-0.285
185.08,-0.285
185.09,-0.285
185.11,-0.285
185.12,-0.285
185.14,-0.285
185.16,-0.285
185.18,-0.285
185.19,-0.285
185.21,-0.285
185.23,-0.285
185.24,-0.285
185.26,-0.285
