Temperature (°C),Heat flow (W/g)
310.71,-0.353
310.73,-0.353
310.74,-0.353
310.76,-0.353
310.78,-0.353
310.79,-0.353
310.81,-0.353
310.82,-0.353
310.84,-0.353
310.86,-0.353
310.87,-0.353
310.89,-0.353
310.91,-0.353
310.92,-0.353
310.94,-0.353
310.96,-0.353
310.97,-0.353
310.99,-0.353
311.01,-0.353
311.02,-0.353
311.04,-0.353
311.06,-0.353
311.07,-0.353
311.09,-0.353
311.11,-0.353
311.12,-0.353
311.14,-0.353
311.16,-0.353
311.17,-0.353
311.19,-0.353
311.21,-0.353
311.22,-0.353
311.24,-0.353
311.26,-0.354
311.27,-0.354
311.29,-0.354
311.31,-0.354
311.33,-0.354
311.34,-0.354
311.36,-0.354
311.38,-0.354
311.39,-0.354
311.41,-0.354
311.43,-0.354
311.44,-0.354
311.46,-0.354
311.48,-0.354
311.49,-0.354
311.51,-0.354
311.53,-0.354
311.54,-0.354
311.56,-0.354
311.57,-0.354
311.59,-0.354
311.61,-0.354
311.62,-0.354
311.64,-0.354
311.66,-0.354
311.68,-0.354
311.69,-0.354
311.71,-0.354
311.73,-0.354
311.74,-0.354
311.76,-0.354
311.77,-0.354
311.79,-0.354
311.81,-0.354
311.83,-0.354
311.84,-0.355
311.86,-0.355
311.88,-0.355
311.89,-0.355
311.91,-0.355
311.93,-0.355
311.94,-0.355
311.96,-0.355
311.98,-0.355
311.99,-0.355
312.01,-0.355
312.03,-0.355
312.04,-0.355
312.06,-0.355
312.08,-0.355
312.09,-0.355
312.11,-0.355
312.12,-0.355
312.14,-0.355
312.16,-0.355
312.17,-0.355
312.19,-0.355
312.21,-0.355
312.23,-0.355
312.24,-0.355
312.26,-0.355
312.27,-0.355
312.29,-0.355
312.31,-0.355
312.33,-0.355
312.34,-0.355
312.36,-0.355
312.38,-0.355
312.39,-0.355
312.41,-0.356
312.42,-0.356
312.44,-0.356
312.46,-0.356
312.47,-0.356
312.49,-0.356
312.51,-0.356
312.52,-0.356
312.54,-0.356
312.56,-0.356
312.57,-0.356
312.59,-0.356
312.61,-0.356
312.62,-0.356
312.64,-0.356
312.66,-0.356
312.67,-0.356
312.69,-0.356
312.71,-0.356
312.73,-0.356
312.74,-0.356
312.76,-0.356
312.78,-0.356
312.79,-0.356
312.81,-0.356
312.82,-0.356
312.84,-0.356
312.86,-0.356
312.87,-0.356
312.89,-0.356
312.91,-0.356
312.92,-0.356
312.94,-0.356
312.96,-0.356
312.97,-0.356
312.99,-0.357
313.01,-0.357
313.03,-0.357
313.04,-0.357
313.06,-0.357
313.08,-0.357
313.09,-0.357
313.11,-0.357
313.13,-0.357
313.14,-0.357
313.16,-0.357
313.17,-0.357
313.19,-0.357
313.21,-0.357
313.22,-0.357
313.24,-0.357
313.26,-0.357
313.27,-0.357
313.29,-0.357
313.31,-0.357
313.32,-0.357
313.34,-0.357
313.36,-0.357
313.38,-0.357
313.39,-0.357
313.41,-0.357
313.42,-0.357
313.44,-0.357
313.46,-0.357
313.47,-0.357
313.49,-0.357
313.51,-0.357
313.53,-0.358
313.54,-0.358
313.56,-0.358
313.58,-0.358
313.59,-0.358
313.61,-0.358
313.62,-0.358
313.64,-0.358
313.66,-0.358
313.68,-0.358
313.69,-0.358
313.71,-0.358
313.72,-0.358
313.74,-0.358
313.76,-0.358
313.77,-0.358
313.79,-0.358
313.81,-0.358
313.82,-0.358
313.84,-0.358
313.86,-0.358
313.87,-0.358
313.89,-0.358
313.91,-0.358
313.92,-0.358
313.94,-0.358
313.96,-0.358
313.97,-0.358
313.99,-0.358
314.01,-0.358
314.03,-0.358
314.04,-0.358
314.06,-0.359
314.08,-0.359
314.09,-0.359
314.11,-0.359
314.12,-0.359
314.14,-0.359
314.16,-0.359
314.17,-0.359
314.19,-0.359
314.21,-0.359
314.22,-0.359
314.24,-0.359
314.26,-0.359
314.27,-0.359
314.29,-0.359
314.31,-0.359
314.32,-0.359
314.34,-0.359
314.36,-0.359
314.38,-0.359
314.39,-0.359
314.41,-0.359
314.42,-0.359
314.44,-0.359
314.46,-0.359
314.48,-0.359
314.49,-0.359
314.51,-0.359
314.52,-0.359
314.54,-0.359
314.56,-0.359
314.57,-0.359
314.59,-0.36
314.61,-0.36
314.63,-0.36
314.64,-0.36
314.66,-0.36
314.67,-0.36
314.69,-0.36
314.71,-0.36
314.72,-0.36
314.74,-0.36
314.76,-0.36
314.77,-0.36
314.79,-0.36
314.81,-0.36
314.82,-0.36
314.84,-0.36
314.86,-0.36
314.87,-0.36
314.89,-0.36
314.91,-0.36
314.92,-0.36
314.94,-0.36
314.96,-0.36
314.97,-0.36
314.99,-0.36
315.01,-0.36
315.02,-0.36
315.04,-0.36
315.06,-0.36
315.07,-0.36
315.09,-0.36
315.11,-0.36
315.12,-0.361
315.14,-0.361
315.16,-0.361
315.17,-0.361
315.19,-0.361
315.21,-0.361
315.22,-0.361
315.24,-0.361
315.26,-0.361
315.27,-0.361
315.29,-0.361
315.31,-0.361
315.32,-0.361
315.34,-0.361
315.36,-0.361
315.37,-0.361
315.39,-0.361
315.41,-0.361
315.43,-0.361
315.44,-0.361
315.46,-0.361
315.47,-0.361
315.49,-0.361
315.51,-0.361
315.52,-0.361
315.54,-0.361
315.56,-0.361
315.57,-0.361
315.59,-0.361
315.61,-0.361
315.62,-0.361
315.64,-0.361
315.66,-0.362
315.67,-0.362
315.69,-0.362
315.71,-0.362
315.72,-0.362
315.74,-0.362
315.76,-0.362
315.77,-0.362
315.79,-0.362
315.81,-0.362
315.82,-0.362
315.84,-0.362
315.86,-0.362
315.87,-0.362
315.89,-0.362
315.91,-0.362
315.92,-0.362
315.94,-0.362
315.96,-0.362
315.97,-0.362
315.99,-0.362
316.01,-0.362
316.02,-0.362
316.04,-0.362
316.06,-0.362
316.07,-0.362
316.09,-0.362
316.11,-0.362
316.12,-0.362
316.14,-0.362
316.16,-0.363
316.17,-0.363
316.19,-0.363
316.21,-0.363
316.23,-0.363
316.24,-0.363
316.26,-0.363
316.28,-0.363
316.29,-0.363
316.31,-0.363
316.32,-0.363
316.34,-0.363
316.36,-0.363
316.37,-0.363
316.39,-0.363
316.41,-0.363
316.42,-0.363
316.44,-0.363
316.46,-0.363
316.47,-0.363
316.49,-0.363
316.51,-0.363
316.52,-0.363
316.54,-0.363
316.56,-0.363
316.57,-0.363
316.59,-0.363
316.61,-0.363
316.62,-0.363
316.64,-0.364
316.66,-0.364
316.67,-0.364
316.69,-0.364
316.71,-0.364
316.72,-0.364
316.74,-0.364
316.76,-0.364
316.77,-0.364
316.79,-0.364
316.81,-0.364
316.82,-0.364
316.84,-0.364
316.86,-0.364
316.87,-0.364
316.89,-0.364
316.91,-0.364
316.93,-0.364
316.94,-0.364
316.96,-0.364
316.97,-0.364
316.99,-0.364
317.01,-0.364
317.03,-0.364
317.04,-0.364
317.06,-0.364
317.07,-0.364
317.09,-0.364
317.11,-0.364
317.12,-0.365
317.14,-0.365
317.16,-0.365
317.17,-0.365
317.19,-0.365
317.21,-0.365
317.22,-0.365
317.24,-0.365
317.26,-0.365
317.28,-0.365
317.29,-0.365
317.31,-0.365
317.32,-0.365
317.34,-0.365
317.36,-0.365
317.37,-0.365
317.39,-0.365
317.41,-0.365
317.42,-0.365
317.44,-0.365
317.46,-0.365
317.47,-0.365
317.49,-0.365
317.51,-0.365
317.53,-0.365
317.54,-0.365
317.56,-0.365
317.57,-0.365
317.59,-0.365
317.61,-0.366
317.62,-0.366
317.64,-0.366
317.66,-0.366
317.67,-0.366
317.69,-0.366
317.71,-0.366
317.72,-0.366
317.74,-0.366
317.76,-0.366
317.77,-0.366
317.79,-0.366
317.81,-0.366
317.83,-0.366
317.84,-0.366
317.86,-0.366
317.87,-0.366
317.89,-0.366
317.91,-0.366
317.92,-0.366
317.94,-0.366
317.96,-0.366
317.97,-0.366
317.99,-0.366
318.01,-0.366
318.03,-0.366
318.04,-0.366
318.06,-0.366
318.08,-0.367
318.09,-0.367
318.11,-0.367
318.13,-0.367
318.14,-0.367
318.16,-0.367
318.18,-0.367
318.19,-0.367
318.21,-0.367
318.23,-0.367
318.24,-0.367
318.26,-0.367
318.27,-0.367
318.29,-0.367
318.31,-0.367
318.32,-0.367
318.34,-0.367
318.36,-0.367
318.38,-0.367
318.39,-0.367
318.41,-0.367
318.43,-0.367
318.44,-0.367
318.46,-0.367
318.47,-0.367
318.49,-0.367
318.51,-0.367
318.53,-0.368
318.54,-0.368
318.56,-0.368
318.57,-0.368
318.59,-0.368
318.61,-0.368
318.63,-0.368
318.64,-0.368
318.66,-0.368
318.67,-0.368
318.69,-0.368
318.71,-0.368
318.73,-0.368
318.74,-0.368
318.76,-0.368
318.77,-0.368
318.79,-0.368
318.81,-0.368
318.82,-0.368
318.84,-0.368
318.86,-0.368
318.88,-0.368
318.89,-0.368
318.91,-0.368
318.92,-0.368
318.94,-0.368
318.96,-0.368
318.97,-0.368
318.99,-0.369
319.01,-0.369
319.03,-0.369
319.04,-0.369
319.06,-0.369
319.08,-0.369
319.09,-0.369
319.11,-0.369
319.12,-0.369
319.14,-0.369
319.16,-0.369
319.17,-0.369
319.19,-0.369
319.21,-0.369
319.22,-0.369
319.24,-0.369
319.26,-0.369
319.27,-0.369
319.29,-0.369
319.31,-0.369
319.33,-0.369
319.34,-0.369
319.36,-0.369
319.37,-0.369
319.39,-0.369
319.41,-0.369
319.43,-0.369
319.44,-0.369
319.46,-0.369
319.47,-0.37
319.49,-0.37
319.51,-0.37
319.53,-0.37
319.54,-0.37
319.56,-0.37
319.57,-0.37
319.59,-0.37
319.61,-0.37
319.62,-0.37
319.64,-0.37
319.66,-0.37
319.67,-0.37
319.69,-0.37
319.71,-0.37
319.72,-0.37
319.74,-0.37
319.76,-0.37
319.77,-0.37
319.79,-0.37
319.81,-0.37
319.83,-0.37
319.84,-0.37
319.86,-0.37
319.88,-0.37
319.89,-0.37
319.91,-0.37
319.92,-0.37
319.94,-0.371
319.96,-0.371
319.97,-0.371
319.99,-0.371
320.01,-0.371
320.02,-0.371
320.04,-0.371
320.06,-0.371
320.07,-0.371
320.09,-0.371
320.11,-0.371
320.12,-0.371
320.14,-0.371
320.16,-0.371
320.17,-0.371
320.19,-0.371
320.21,-0.371
320.23,-0.371
320.24,-0.371
320.26,-0.371
320.28,-0.371
320.29,-0.371
320.31,-0.371
320.33,-0.371
320.34,-0.371
320.36,-0.371
320.38,-0.371
320.39,-0.372
320.41,-0.372
320.43,-0.372
320.44,-0.372
320.46,-0.372
320.48,-0.372
320.49,-0.372
320.51,-0.372
320.52,-0.372
320.54,-0.372
320.56,-0.372
320.57,-0.372
320.59,-0.372
320.61,-0.372
320.62,-0.372
320.64,-0.372
320.66,-0.372
320.68,-0.372
320.69,-0.372
320.71,-0.372
320.72,-0.372
320.74,-0.372
320.76,-0.372
320.77,-0.372
320.79,-0.372
320.81,-0.372
320.83,-0.372
320.84,-0.373
320.86,-0.373
320.87,-0.373
320.89,-0.373
320.91,-0.373
320.92,-0.373
320.94,-0.373
320.96,-0.373
320.98,-0.373
320.99,-0.373
321.01,-0.373
321.02,-0.373
321.04,-0.373
321.06,-0.373
321.08,-0.373
321.09,-0.373
321.11,-0.373
321.13,-0.373
321.14,-0.373
321.16,-0.373
321.18,-0.373
321.19,-0.373
321.21,-0.373
321.23,-0.373
321.24,-0.373
321.26,-0.373
321.28,-0.373
321.29,-0.373
321.31,-0.374
321.33,-0.374
321.34,-0.374
321.36,-0.374
321.38,-0.374
321.39,-0.374
321.41,-0.374
321.43,-0.374
321.44,-0.374
321.46,-0.374
321.48,-0.374
321.49,-0.374
321.51,-0.374
321.53,-0.374
321.54,-0.374
321.56,-0.374
321.58,-0.374
321.59,-0.374
321.61,-0.374
321.63,-0.374
321.64,-0.374
321.66,-0.374
321.68,-0.374
321.69,-0.374
321.71,-0.374
321.73,-0.374
321.74,-0.374
321.76,-0.375
321.78,-0.375
321.79,-0.375
321.81,-0.375
321.83,-0.375
321.84,-0.375
321.86,-0.375
321.87,-0.375
321.89,-0.375
321.91,-0.375
321.93,-0.375
321.94,-0.375
321.96,-0.375
321.97,-0.375
321.99,-0.375
322.01,-0.375
322.02,-0.375
322.04,-0.375
322.06,-0.375
322.08,-0.375
322.09,-0.375
322.11,-0.375
322.12,-0.375
322.14,-0.375
322.16,-0.375
322.18,-0.375
322.19,-0.375
322.21,-0.376
322.22,-0.376
322.24,-0.376
322.26,-0.376
322.28,-0.376
322.29,-0.376
322.31,-0.376
322.32,-0.376
322.34,-0.376
322.36,-0.376
322.37,-0.376
322.39,-0.376
322.41,-0.376
322.42,-0.376
322.44,-0.376
322.46,-0.376
322.47,-0.376
322.49,-0.376
322.51,-0.376
322.53,-0.376
322.54,-0.376
322.56,-0.376
322.57,-0.376
322.59,-0.376
322.61,-0.376
322.63,-0.376
322.64,-0.376
322.66,-0.377
322.67,-0.377
322.69,-0.377
322.71,-0.377
322.73,-0.377
322.74,-0.377
322.76,-0.377
322.77,-0.377
322.79,-0.377
322.81,-0.377
322.82,-0.377
322.84,-0.377
322.86,-0.377
322.87,-0.377
322.89,-0.377
322.91,-0.377
322.92,-0.377
322.94,-0.377
322.96,-0.377
322.97,-0.377
322.99,-0.377
323.01,-0.377
323.02,-0.377
323.04,-0.377
323.06,-0.377
323.07,-0.377
323.09,-0.378
323.11,-0.378
323.12,-0.378
323.14,-0.378
323.16,-0.378
323.17,-0.378
323.19,-0.378
323.21,-0.378
323.22,-0.378
323.24,-0.378
323.26,-0.378
323.27,-0.378
323.29,-0.378
323.31,-0.378
323.32,-0.378
323.34,-0.378
323.36,-0.378
323.37,-0.378
323.39,-0.378
323.41,-0.378
323.42,-0.378
323.44,-0.378
323.46,-0.378
323.47,-0.378
323.49,-0.378
323.51,-0.378
323.52,-0.379
323.54,-0.379
323.56,-0.379
323.57,-0.379
323.59,-0.379
323.61,-0.379
323.62,-0.379
323.64,-0.379
323.66,-0.379
323.67,-0.379
323.69,-0.379
323.71,-0.379
323.72,-0.379
323.74,-0.379
323.76,-0.379
323.77,-0.379
323.79,-0.379
323.81,-0.379
323.82,-0.379
323.84,-0.379
323.86,-0.379
323.87,-0.379
323.89,-0.379
323.91,-0.379
323.92,-0.379
323.94,-0.38
323.96,-0.38
323.97,-0.38
323.99,-0.38
324.01,-0.38
324.02,-0.38
324.04,-0.38
324.06,-0.38
324.07,-0.38
324.09,-0.38
324.11,-0.38
324.12,-0.38
324.14,-0.38
324.16,-0.38
324.17,-0.38
324.19,-0.38
324.21,-0.38
324.22,-0.38
324.24,-0.38
324.26,-0.38
324.27,-0.38
324.29,-0.38
324.31,-0.38
324.32,-0.38
324.34,-0.381
324.36,-0.381
324.37,-0.381
324.39,-0.381
324.41,-0.381
324.42,-0.381
324.44,-0.381
324.46,-0.381
324.47,-0.381
324.49,-0.381
324.51,-0.381
324.52,-0.381
324.54,-0.381
324.56,-0.381
324.57,-0.381
324.59,-0.381
324.61,-0.381
324.62,-0.381
324.64,-0.381
324.66,-0.381
324.67,-0.381
324.69,-0.381
324.71,-0.381
324.72,-0.382
324.74,-0.382
324.76,-0.382
324.77,-0.382
324.79,-0.382
324.81,-0.382
324.82,-0.382
324.84,-0.382
324.86,-0.382
324.87,-0.382
324.89,-0.382
324.91,-0.382
324.92,-0.382
324.94,-0.382
324.96,-0.382
324.97,-0.382
324.99,-0.382
325.01,-0.382
325.02,-0.382
325.04,-0.382
325.06,-0.382
325.07,-0.382
325.09,-0.382
325.11,-0.383
325.12,-0.383
325.14,-0.383
325.16,-0.383
325.17,-0.383
325.19,-0.383
325.21,-0.383
325.22,-0.383
325.24,-0.383
325.26,-0.383
325.27,-0.383
325.29,-0.383
325.31,-0.383
325.32,-0.383
325.34,-0.383
325.36,-0.383
325.37,-0.383
325.39,-0.383
325.41,-0.383
325.42,-0.383
325.44,-0.383
325.46,-0.383
325.47,-0.383
325.49,-0.383
325.51,-0.384
325.52,-0.384
325.54,-0.384
325.56,-0.384
325.57,-0.384
325.59,-0.384
325.61,-0.384
325.62,-0.384
325.64,-0.384
325.66,-0.384
325.67,-0.384
325.69,-0.384
325.71,-0.384
325.72,-0.384
325.74,-0.384
325.76,-0.384
325.77,-0.384
325.79,-0.384
325.8,-0.384
325.82,-0.384
325.84,-0.384
325.86,-0.384
325.87,-0.384
325.89,-0.385
325.91,-0.385
325.92,-0.385
325.94,-0.385
325.96,-0.385
325.97,-0.385
325.99,-0.385
326.01,-0.385
326.02,-0.385
326.04,-0.385
326.05,-0.385
326.07,-0.385
326.09,-0.385
326.11,-0.385
326.12,-0.385
326.14,-0.385
326.15,-0.385
326.17,-0.385
326.19,-0.385
326.21,-0.385
326.22,-0.385
326.24,-0.385
326.25,-0.385
326.27,-0.386
326.29,-0.386
326.3,-0.386
326.32,-0.386
326.34,-0.386
326.35,-0.386
326.37,-0.386
326.39,-0.386
326.4,-0.386
326.42,-0.386
326.44,-0.386
326.45,-0.386
326.47,-0.386
326.49,-0.386
326.51,-0.386
326.52,-0.386
326.54,-0.386
326.56,-0.386
326.57,-0.386
326.59,-0.386
326.6,-0.386
326.62,-0.386
326.64,-0.387
326.66,-0.387
326.67,-0.387
326.69,-0.387
326.71,-0.387
326.72,-0.387
326.74,-0.387
326.76,-0.387
326.77,-0.387
326.79,-0.387
326.81,-0.387
326.82,-0.387
326.84,-0.387
326.86,-0.387
326.87,-0.387
326.89,-0.387
326.91,-0.387
326.92,-0.388
326.94,-0.388
326.95,-0.388
326.97,-0.388
326.99,-0.388
327.01,-0.388
327.02,-0.388
327.04,-0.388
327.06,-0.388
327.07,-0.388
327.09,-0.388
327.11,-0.388
327.12,-0.388
327.14,-0.388
327.16,-0.388
327.17,-0.388
327.19,-0.388
327.21,-0.388
327.22,-0.389
327.24,-0.389
327.26,-0.389
327.27,-0.389
327.29,-0.389
327.31,-0.389
327.32,-0.389
327.34,-0.389
327.36,-0.389
327.37,-0.389
327.39,-0.389
327.41,-0.389
327.42,-0.389
327.44,-0.389
327.46,-0.389
327.47,-0.389
327.49,-0.389
327.51,-0.389
327.52,-0.39
327.54,-0.39
327.56,-0.39
327.57,-0.39
327.59,-0.39
327.61,-0.39
327.62,-0.39
327.64,-0.39
327.66,-0.39
327.67,-0.39
327.69,-0.39
327.71,-0.39
327.72,-0.39
327.74,-0.39
327.75,-0.39
327.77,-0.39
327.79,-0.39
327.81,-0.39
327.82,-0.39
327.84,-0.391
327.86,-0.391
327.87,-0.391
327.89,-0.391
327.91,-0.391
327.92,-0.391
327.94,-0.391
327.96,-0.391
327.97,-0.391
327.99,-0.391
328.01,-0.391
328.02,-0.391
328.04,-0.391
328.05,-0.391
328.07,-0.391
328.09,-0.391
328.11,-0.391
328.12,-0.391
328.14,-0.391
328.16,-0.391
328.17,-0.392
328.19,-0.392
328.21,-0.392
328.22,-0.392
328.24,-0.392
328.26,-0.392
328.27,-0.392
328.29,-0.392
328.31,-0.392
328.32,-0.392
328.34,-0.392
328.36,-0.392
328.37,-0.392
328.39,-0.392
328.41,-0.392
328.42,-0.392
328.44,-0.392
328.46,-0.392
328.47,-0.392
328.49,-0.392
328.51,-0.392
328.52,-0.393
328.54,-0.393
328.56,-0.393
328.57,-0.393
328.59,-0.393
328.61,-0.393
328.62,-0.393
328.64,-0.393
328.65,-0.393
328.67,-0.393
328.69,-0.393
328.71,-0.393
328.72,-0.393
328.74,-0.393
328.76,-0.393
328.77,-0.393
328.79,-0.393
328.8,-0.393
328.82,-0.393
328.84,-0.393
328.85,-0.393
328.87,-0.394
328.89,-0.394
328.9,-0.394
328.92,-0.394
328.94,-0.394
328.95,-0.394
328.97,-0.394
328.99,-0.394
329.0,-0.394
329.02,-0.394
329.04,-0.394
329.05,-0.394
329.07,-0.394
329.09,-0.394
329.1,-0.394
329.12,-0.394
329.14,-0.394
329.15,-0.394
329.17,-0.394
329.19,-0.394
329.2,-0.395
329.22,-0.395
329.24,-0.395
329.25,-0.395
329.27,-0.395
329.29,-0.395
329.3,-0.395
329.32,-0.395
329.34,-0.395
329.35,-0.395
329.37,-0.395
329.39,-0.395
329.4,-0.395
329.42,-0.395
329.44,-0.395
329.45,-0.395
329.47,-0.395
329.49,-0.395
329.5,-0.395
329.52,-0.396
329.54,-0.396
329.55,-0.396
329.57,-0.396
329.59,-0.396
329.6,-0.396
329.62,-0.396
329.64,-0.396
329.65,-0.396
329.67,-0.396
329.69,-0.396
329.7,-0.396
329.72,-0.396
329.74,-0.396
329.75,-0.396
329.77,-0.396
329.79,-0.396
329.8,-0.396
329.82,-0.397
329.84,-0.397
329.85,-0.397
329.87,-0.397
329.89,-0.397
329.9,-0.397
329.92,-0.397
329.94,-0.397
329.95,-0.397
329.97,-0.397
329.99,-0.397
330.0,-0.397
330.02,-0.397
330.04,-0.397
330.05,-0.397
330.07,-0.397
330.09,-0.397
330.1,-0.397
330.12,-0.398
330.14,-0.398
330.15,-0.398
330.17,-0.398
330.19,-0.398
330.2,-0.398
330.22,-0.398
330.24,-0.398
330.25,-0.398
330.27,-0.398
330.29,-0.398
330.3,-0.398
330.32,-0.398
330.34,-0.398
330.35,-0.398
330.37,-0.398
330.39,-0.398
330.4,-0.398
330.42,-0.399
330.44,-0.399
330.45,-0.399
330.47,-0.399
330.49,-0.399
330.5,-0.399
330.52,-0.399
330.54,-0.399
330.55,-0.399
330.57,-0.399
330.59,-0.399
330.6,-0.399
330.62,-0.399
330.64,-0.399
330.65,-0.399
330.67,-0.399
330.69,-0.399
330.7,-0.4
330.72,-0.4
330.74,-0.4
330.75,-0.4
330.77,-0.4
330.79,-0.4
330.8,-0.4
330.82,-0.4
330.84,-0.4
330.85,-0.4
330.87,-0.4
330.89,-0.401
330.9,-0.401
330.92,-0.401
330.94,-0.401
330.95,-0.401
330.97,-0.401
330.99,-0.401
331.0,-0.401
331.02,-0.401
331.04,-0.401
331.05,-0.401
331.07,-0.401
331.09,-0.401
331.11,-0.401
331.12,-0.401
331.14,-0.401
331.15,-0.401
331.17,-0.402
331.19,-0.402
331.21,-0.402
331.22,-0.402
331.24,-0.402
331.26,-0.402
331.27,-0.402
331.29,-0.402
331.31,-0.402
331.32,-0.402
331.34,-0.402
331.35,-0.402
331.37,-0.402
331.39,-0.402
331.4,-0.402
331.42,-0.402
331.44,-0.403
331.46,-0.403
331.47,-0.403
331.49,-0.403
331.51,-0.403
331.52,-0.403
331.54,-0.403
331.56,-0.403
331.57,-0.403
331.59,-0.403
331.61,-0.403
331.62,-0.403
331.64,-0.403
331.65,-0.403
331.67,-0.403
331.69,-0.403
331.71,-0.403
331.72,-0.403
331.74,-0.403
331.76,-0.404
331.77,-0.404
331.79,-0.404
331.81,-0.404
331.82,-0.404
331.84,-0.404
331.85,-0.404
331.87,-0.404
331.89,-0.404
331.9,-0.404
331.92,-0.404
331.94,-0.404
331.95,-0.404
331.97,-0.404
331.99,-0.404
332.01,-0.404
332.02,-0.404
332.04,-0.404
332.05,-0.404
332.07,-0.404
332.09,-0.405
332.1,-0.405
332.12,-0.405
332.14,-0.405
332.15,-0.405
332.17,-0.405
332.19,-0.405
332.2,-0.405
332.22,-0.405
332.24,-0.405
332.25,-0.405
332.27,-0.405
332.29,-0.405
332.3,-0.405
332.32,-0.405
332.34,-0.405
332.35,-0.405
332.37,-0.405
332.39,-0.405
332.4,-0.405
332.42,-0.405
332.44,-0.405
332.45,-0.406
332.47,-0.406
332.49,-0.406
332.5,-0.406
332.52,-0.406
332.54,-0.406
332.55,-0.406
332.57,-0.406
332.59,-0.406
332.6,-0.406
332.62,-0.406
332.64,-0.406
332.65,-0.406
332.67,-0.406
332.69,-0.406
332.7,-0.406
332.72,-0.406
332.74,-0.406
332.75,-0.406
332.77,-0.406
332.79,-0.406
332.8,-0.407
332.82,-0.407
332.84,-0.407
332.85,-0.407
332.87,-0.407
332.89,-0.407
332.9,-0.407
332.92,-0.407
332.94,-0.407
332.95,-0.407
332.97,-0.407
332.99,-0.407
333.0,-0.407
333.02,-0.407
333.04,-0.407
333.05,-0.407
333.07,-0.407
333.09,-0.407
333.1,-0.407
333.12,-0.407
333.14,-0.408
333.15,-0.408
333.17,-0.408
333.19,-0.408
333.2,-0.408
333.22,-0.408
333.24,-0.408
333.25,-0.408
333.27,-0.408
333.29,-0.408
333.3,-0.408
333.32,-0.408
333.34,-0.408
333.35,-0.408
333.37,-0.409
333.39,-0.409
333.4,-0.409
333.42,-0.409
333.44,-0.409
333.45,-0.409
333.47,-0.409
333.49,-0.409
333.5,-0.409
333.52,-0.409
333.54,-0.409
333.55,-0.409
333.57,-0.409
333.59,-0.409
333.6,-0.409
333.62,-0.41
333.64,-0.41
333.65,-0.41
333.67,-0.41
333.69,-0.41
333.7,-0.41
333.72,-0.41
333.74,-0.41
333.75,-0.41
333.77,-0.41
333.79,-0.41
333.8,-0.41
333.82,-0.41
333.84,-0.41
333.85,-0.41
333.87,-0.41
333.89,-0.411
333.9,-0.411
333.92,-0.411
333.94,-0.411
333.95,-0.411
333.97,-0.411
333.99,-0.411
334.0,-0.411
334.02,-0.411
334.04,-0.411
334.05,-0.411
334.07,-0.411
334.09,-0.411
334.1,-0.411
334.12,-0.411
334.14,-0.411
334.15,-0.411
334.17,-0.411
334.19,-0.412
334.2,-0.412
334.22,-0.412
334.24,-0.412
334.25,-0.412
334.27,-0.412
334.29,-0.412
334.3,-0.412
334.32,-0.412
334.34,-0.412
334.35,-0.412
334.37,-0.412
334.39,-0.412
334.4,-0.412
334.42,-0.412
334.44,-0.412
334.45,-0.412
334.47,-0.412
334.49,-0.412
334.5,-0.412
334.52,-0.413
334.54,-0.413
334.55,-0.413
334.57,-0.413
334.59,-0.413
334.6,-0.413
334.62,-0.413
334.64,-0.413
334.65,-0.413
334.67,-0.413
334.69,-0.413
334.7,-0.413
334.72,-0.413
334.74,-0.413
334.75,-0.413
334.77,-0.413
334.79,-0.413
334.8,-0.413
334.82,-0.413
334.84,-0.413
334.85,-0.414
334.87,-0.414
334.89,-0.414
334.9,-0.414
334.92,-0.414
334.94,-0.414
334.95,-0.414
334.97,-0.414
334.99,-0.414
335.0,-0.414
335.02,-0.414
335.04,-0.414
335.05,-0.414
335.07,-0.414
335.09,-0.414
335.1,-0.414
335.12,-0.414
335.14,-0.414
335.15,-0.414
335.17,-0.414
335.19,-0.414
335.2,-0.415
335.22,-0.415
335.24,-0.415
335.25,-0.415
335.27,-0.415
335.29,-0.415
335.3,-0.415
335.32,-0.415
335.34,-0.415
335.35,-0.415
335.37,-0.415
335.39,-0.415
335.4,-0.415
335.42,-0.415
335.44,-0.415
335.45,-0.415
335.47,-0.415
335.49,-0.415
335.5,-0.415
335.52,-0.415
335.54,-0.415
335.55,-0.415
335.57,-0.416
335.59,-0.416
335.6,-0.416
335.62,-0.416
335.64,-0.416
335.65,-0.416
335.67,-0.416
335.69,-0.416
335.7,-0.416
335.72,-0.416
335.74,-0.416
335.75,-0.416
335.77,-0.416
335.79,-0.416
335.8,-0.416
335.82,-0.416
335.84,-0.416
335.85,-0.416
335.87,-0.416
335.89,-0.416
335.9,-0.416
335.92,-0.416
335.94,-0.417
335.95,-0.417
335.97,-0.417
335.99,-0.417
336.0,-0.417
336.02,-0.417
336.04,-0.417
336.05,-0.417
336.07,-0.417
336.09,-0.417
336.1,-0.417
336.12,-0.417
336.14,-0.417
336.15,-0.417
336.17,-0.417
336.19,-0.417
336.2,-0.417
336.22,-0.417
336.24,-0.417
336.25,-0.417
336.27,-0.417
336.29,-0.417
336.3,-0.417
336.32,-0.418
336.34,-0.418
336.35,-0.418
336.37,-0.418
336.39,-0.418
336.4,-0.418
336.42,-0.418
336.43,-0.418
336.45,-0.418
336.47,-0.418
336.49,-0.418
336.5,-0.418
336.52,-0.418
336.54,-0.418
336.55,-0.418
336.57,-0.418
