Temperaturee (°C),Heat flow (W/g)
30.77,331.79,-0.352673554
30.77,331.81,-0.352863953
30.77,331.82,-0.353046814
30.77,331.84,-0.353262116
30.77,331.86,-0.353482788
30.77,331.87,-0.353675812
30.78,331.89,-0.35384494
30.78,331.9,-0.353975281
30.78,331.92,-0.354089783
30.78,331.94,-0.35423288
30.78,331.96,-0.354350739
30.78,331.97,-0.354455963
30.78,331.99,-0.354529724
30.79,332.01,-0.354603149
30.79,332.02,-0.35467041
30.79,332.04,-0.354715515
30.79,332.05,-0.354764374
30.79,332.07,-0.354805573
30.79,332.09,-0.354846924
30.8,332.1,-0.354886261
30.8,332.12,-0.35493869
30.8,332.14,-0.354981537
30.8,332.15,-0.355036469
30.8,332.17,-0.355085754
30.81,332.19,-0.355134552
30.81,332.2,-0.355175171
30.81,332.22,-0.355218262
30.81,332.24,-0.355250855
30.81,332.25,-0.355270844
30.81,332.27,-0.355289673
30.82,332.29,-0.355307709
30.82,332.3,-0.355326355
30.82,332.32,-0.355344727
30.82,332.34,-0.355362366
30.82,332.35,-0.355404053
30.82,332.37,-0.355422791
30.83,332.39,-0.355445526
30.83,332.4,-0.355464539
30.83,332.42,-0.355483826
30.83,332.44,-0.355510162
30.83,332.45,-0.355540466
30.83,332.47,-0.355572784
30.83,332.49,-0.355592316
30.84,332.5,-0.35561319
30.84,332.52,-0.355634888
30.84,332.54,-0.355654633
30.84,332.55,-0.355682068
30.84,332.57,-0.355717987
30.84,332.59,-0.355753723
30.85,332.6,-0.355791138
30.85,332.62,-0.355818176
30.85,332.64,-0.355838989
30.85,332.65,-0.3558703
30.85,332.67,-0.355891083
30.86,332.69,-0.35591272
30.86,332.7,-0.355937561
30.86,332.72,-0.355971832
30.86,332.74,-0.356009155
30.86,332.75,-0.356056244
30.86,332.77,-0.356079224
30.87,332.79,-0.356104492
30.87,332.8,-0.356125732
30.87,332.82,-0.356155548
30.87,332.84,-0.3561763
30.87,332.85,-0.356196564
30.87,332.87,-0.356218414
30.88,332.89,-0.356240265
30.88,332.9,-0.35627475
30.88,332.92,-0.356325531
30.88,332.94,-0.356371979
30.88,332.95,-0.356396729
30.88,332.97,-0.356418701
30.88,332.99,-0.356440979
30.89,333,-0.356467224
30.89,333.02,-0.356502991
30.89,333.04,-0.356531555
30.89,333.05,-0.356566864
30.89,333.07,-0.356595001
30.89,333.09,-0.356631317
30.9,333.1,-0.356674469
30.9,333.12,-0.35669928
30.9,333.14,-0.356725891
30.9,333.15,-0.356748871
30.9,333.17,-0.356771118
30.91,333.19,-0.356793396
30.91,333.2,-0.356814575
30.91,333.22,-0.356842102
30.91,333.24,-0.356861481
30.91,333.25,-0.356886322
30.91,333.27,-0.35690567
30.92,333.29,-0.356926239
30.92,333.3,-0.356946899
30.92,333.32,-0.356967712
30.92,333.34,-0.356987946
30.92,333.35,-0.357008453
30.92,333.37,-0.357029785
30.93,333.39,-0.357050995
30.93,333.4,-0.357071838
30.93,333.42,-0.357092163
30.93,333.44,-0.357112671
30.93,333.45,-0.357132752
30.93,333.47,-0.357152344
30.93,333.49,-0.357173401
30.94,333.5,-0.357194214
30.94,333.52,-0.357214264
30.94,333.54,-0.357234131
30.94,333.55,-0.357255737
30.94,333.57,-0.357276886
30.94,333.59,-0.357298615
30.95,333.6,-0.357319977
30.95,333.62,-0.357342224
30.95,333.64,-0.357363434
30.95,333.65,-0.357384796
30.95,333.67,-0.357406281
30.96,333.69,-0.357428375
30.96,333.7,-0.357449707
30.96,333.72,-0.357471314
30.96,333.74,-0.357493073
30.96,333.75,-0.357513763
30.96,333.77,-0.357534241
30.97,333.79,-0.35755545
30.97,333.8,-0.357576111
30.97,333.82,-0.357595947
30.97,333.84,-0.357616119
30.97,333.85,-0.357634613
30.97,333.87,-0.357651184
30.98,333.89,-0.357667206
30.98,333.91,-0.357681946
30.98,333.92,-0.357695984
30.98,333.94,-0.357709656
30.98,333.96,-0.357723358
30.98,333.97,-0.357738068
30.98,333.99,-0.357754028
30.99,334,-0.357770264
30.99,334.02,-0.357786835
30.99,334.04,-0.357803253
30.99,334.05,-0.357820526
30.99,334.07,-0.357839111
30.99,334.09,-0.357856934
31,334.1,-0.357876556
31,334.12,-0.357895081
31,334.14,-0.357913879
31,334.15,-0.357932556
31,334.17,-0.357951599
31.01,334.19,-0.357971588
31.01,334.2,-0.357992584
31.01,334.22,-0.358013245
31.01,334.24,-0.358034515
31.01,334.25,-0.358070129
31.01,334.27,-0.358128906
31.02,334.29,-0.358226929
31.02,334.3,-0.358339966
31.02,334.32,-0.358471161
31.02,334.34,-0.358660126
31.02,334.35,-0.358896698
31.02,334.37,-0.35919751
31.03,334.39,-0.35954596
31.03,334.4,-0.359925934
31.03,334.42,-0.360362396
31.03,334.44,-0.360801758
31.03,334.45,-0.361194397
31.03,334.47,-0.361528534
31.03,334.49,-0.361855042
31.04,334.5,-0.362216187
31.04,334.52,-0.362540741
31.04,334.54,-0.362834381
31.04,334.55,-0.363114777
31.04,334.57,-0.363373413
31.04,334.59,-0.363561737
31.05,334.6,-0.363782684
31.05,334.62,-0.363989716
31.05,334.64,-0.364177307
31.05,334.65,-0.364331635
31.05,334.67,-0.364460632
31.06,334.69,-0.364572205
31.06,334.7,-0.364688232
31.06,334.72,-0.364769714
31.06,334.74,-0.364844025
31.06,334.75,-0.364934692
31.06,334.77,-0.365012421
31.07,334.79,-0.365083801
31.07,334.8,-0.365167755
31.07,334.82,-0.365233032
31.07,334.84,-0.365294617
31.07,334.85,-0.365358398
31.07,334.87,-0.365395569
31.08,334.89,-0.365423584
31.08,334.9,-0.365451691
31.08,334.92,-0.365489319
31.08,334.94,-0.365517059
31.08,334.95,-0.365551666
31.08,334.97,-0.365584137
31.08,334.98,-0.365611969
31.09,335,-0.365633606
31.09,335.02,-0.36564975
31.09,335.03,-0.365660065
31.09,335.05,-0.365671021
31.09,335.07,-0.365689301
31.09,335.09,-0.36569931
31.1,335.1,-0.365715118
31.1,335.12,-0.365730286
31.1,335.14,-0.365745911
31.1,335.15,-0.365762451
31.1,335.17,-0.365783875
31.11,335.19,-0.36580191
31.11,335.2,-0.365816986
31.11,335.22,-0.365827606
31.11,335.24,-0.365838135
31.11,335.25,-0.365846008
31.11,335.27,-0.365852142
31.12,335.28,-0.365857941
31.12,335.3,-0.3658638
31.12,335.32,-0.365871063
31.12,335.34,-0.365880096
31.12,335.35,-0.365888458
31.12,335.37,-0.365894806
31.13,335.38,-0.365912384
31.13,335.4,-0.365919525
31.13,335.42,-0.365930634
31.13,335.44,-0.365938995
31.13,335.45,-0.365952728
31.13,335.47,-0.365976654
31.13,335.49,-0.365990784
31.14,335.5,-0.366003174
31.14,335.52,-0.366015472
31.14,335.53,-0.366029968
31.14,335.55,-0.366040772
31.14,335.57,-0.36605011
31.14,335.59,-0.366060303
31.15,335.6,-0.366069397
31.15,335.62,-0.36607782
31.15,335.63,-0.366096771
31.15,335.65,-0.366105133
31.15,335.67,-0.366111481
31.16,335.68,-0.366116333
31.16,335.7,-0.366120606
31.16,335.72,-0.366126495
31.16,335.74,-0.366132141
31.16,335.75,-0.366139252
31.16,335.77,-0.366146912
31.17,335.78,-0.366155975
31.17,335.8,-0.366175324
31.17,335.82,-0.366194092
31.17,335.84,-0.366204498
31.17,335.85,-0.36621463
31.17,335.87,-0.366225372
31.18,335.89,-0.366236237
31.18,335.9,-0.366247101
31.18,335.92,-0.366258209
31.18,335.94,-0.366269592
31.18,335.95,-0.36628125
31.18,335.97,-0.366293854
31.18,335.98,-0.366321564
31.19,336,-0.366353729
31.19,336.02,-0.3663992
31.19,336.03,-0.366446075
31.19,336.05,-0.366499725
31.19,336.07,-0.366574463
31.19,336.08,-0.366665894
31.2,336.1,-0.366766693
31.2,336.12,-0.366865021
31.2,336.13,-0.366951813
31.2,336.15,-0.367034882
31.2,336.17,-0.367118195
31.21,336.18,-0.367191223
31.21,336.2,-0.367258026
31.21,336.22,-0.367325958
31.21,336.23,-0.367373566
31.21,336.25,-0.367416473
31.21,336.27,-0.36747113
31.22,336.28,-0.367518127
31.22,336.3,-0.367570038
31.22,336.32,-0.367610474
31.22,336.33,-0.367648193
31.22,336.35,-0.367686157
31.22,336.37,-0.367738464
31.23,336.38,-0.367774445
31.23,336.4,-0.367800232
31.23,336.42,-0.367813843
31.23,336.43,-0.36785199
31.23,336.45,-0.367874725
31.23,336.47,-0.367898438
31.23,336.48,-0.367915527
31.24,336.5,-0.367924927
31.24,336.52,-0.367934082
31.24,336.53,-0.367942291
31.24,336.55,-0.367950989
31.24,336.57,-0.367961609
31.24,336.58,-0.367972412
31.25,336.6,-0.367981751
31.25,336.62,-0.367992035
31.25,336.63,-0.368001831
31.25,336.65,-0.368010895
31.25,336.67,-0.36801947
31.26,336.68,-0.36802887
31.26,336.7,-0.368037109
31.26,336.72,-0.368044464
31.26,336.73,-0.368052063
31.26,336.75,-0.368060944
31.26,336.77,-0.368069885
31.27,336.78,-0.368077698
31.27,336.8,-0.3680867
31.27,336.82,-0.368096497
31.27,336.83,-0.368105103
31.27,336.85,-0.368113983
31.27,336.87,-0.368122803
31.28,336.88,-0.368131226
31.28,336.9,-0.368139343
31.28,336.92,-0.368147461
31.28,336.93,-0.36815509
31.28,336.95,-0.368162231
31.28,336.97,-0.368169067
31.28,336.98,-0.368177124
31.29,337,-0.368186279
31.29,337.02,-0.368195709
31.29,337.03,-0.368203674
31.29,337.05,-0.368211334
31.29,337.07,-0.368219635
31.29,337.08,-0.36822757
31.3,337.1,-0.3682341
31.3,337.12,-0.368241058
31.3,337.13,-0.368247803
31.3,337.15,-0.368254364
31.3,337.17,-0.368262085
31.31,337.18,-0.368270935
31.31,337.2,-0.368279999
31.31,337.22,-0.36828772
31.31,337.23,-0.368295624
31.31,337.25,-0.368303864
31.31,337.27,-0.368313965
31.32,337.28,-0.368325043
31.32,337.3,-0.368335754
31.32,337.32,-0.368347076
31.32,337.33,-0.368357422
31.32,337.35,-0.368369904
31.32,337.37,-0.368381043
31.33,337.38,-0.368391571
31.33,337.4,-0.368401733
31.33,337.42,-0.368410278
31.33,337.43,-0.368420105
31.33,337.45,-0.368429474
31.33,337.47,-0.368438843
31.33,337.48,-0.368447815
31.34,337.5,-0.368457123
31.34,337.52,-0.368465454
31.34,337.53,-0.36847522
31.34,337.55,-0.368485596
31.34,337.57,-0.368496613
31.34,337.58,-0.368508301
31.35,337.6,-0.368521088
31.35,337.62,-0.368533783
31.35,337.63,-0.368545227
31.35,337.65,-0.368555725
31.35,337.67,-0.36856665
31.36,337.68,-0.368576813
31.36,337.7,-0.368585968
31.36,337.72,-0.368595367
31.36,337.73,-0.368604126
31.36,337.75,-0.368613159
31.36,337.77,-0.368620606
31.37,337.78,-0.36862796
31.37,337.8,-0.368635712
31.37,337.82,-0.368644074
31.37,337.83,-0.368652863
31.37,337.85,-0.3686633
31.37,337.87,-0.368673279
31.38,337.88,-0.368684326
31.38,337.9,-0.368695496
31.38,337.92,-0.368706116
31.38,337.93,-0.368716736
31.38,337.95,-0.368726715
31.38,337.97,-0.368736328
31.38,337.98,-0.368746613
31.39,338,-0.368755554
31.39,338.02,-0.368765076
31.39,338.03,-0.368775299
31.39,338.05,-0.368785553
31.39,338.07,-0.368794769
31.39,338.08,-0.368805939
31.4,338.1,-0.368816956
31.4,338.12,-0.368828613
31.4,338.13,-0.36884079
31.4,338.15,-0.368852509
31.4,338.17,-0.368864349
31.41,338.18,-0.368875031
31.41,338.2,-0.368886047
31.41,338.22,-0.368895966
31.41,338.23,-0.368904022
31.41,338.25,-0.368912323
31.41,338.27,-0.368917999
31.42,338.28,-0.368923401
31.42,338.3,-0.368929352
31.42,338.32,-0.368934631
31.42,338.33,-0.368939667
31.42,338.35,-0.368944885
31.42,338.37,-0.368950562
31.43,338.38,-0.36895636
31.43,338.4,-0.36896109
31.43,338.42,-0.3689646
31.43,338.43,-0.368968201
31.43,338.45,-0.368972015
31.43,338.47,-0.368974457
31.43,338.48,-0.368976898
31.44,338.5,-0.368979126
31.44,338.52,-0.368982086
31.44,338.53,-0.368985107
31.44,338.55,-0.368987671
31.44,338.57,-0.368990448
31.44,338.58,-0.368992523
31.45,338.6,-0.368992981
31.45,338.62,-0.368993317
31.45,338.63,-0.368994415
31.45,338.65,-0.36899585
31.45,338.67,-0.368997894
31.46,338.68,-0.36899884
31.46,338.7,-0.369000153
31.46,338.72,-0.369001709
31.46,338.73,-0.369003815
31.46,338.75,-0.369004883
31.46,338.77,-0.369006744
31.47,338.79,-0.369009033
31.47,338.8,-0.369010071
31.47,338.82,-0.369010712
31.47,338.83,-0.369010498
31.47,338.85,-0.369009186
31.47,338.87,-0.369007599
31.48,338.88,-0.369005005
31.48,338.9,-0.369001434
31.48,338.92,-0.368995514
31.48,338.93,-0.368984833
31.48,338.95,-0.368980499
31.48,338.97,-0.368977142
31.48,338.98,-0.368972656
31.49,339,-0.368969025
31.49,339.02,-0.368965576
31.49,339.04,-0.368962372
31.49,339.05,-0.368959717
31.49,339.07,-0.368955841
31.49,339.09,-0.368952637
31.5,339.1,-0.368948486
31.5,339.12,-0.368943176
31.5,339.13,-0.368937134
31.5,339.15,-0.368931549
31.5,339.17,-0.36892572
31.51,339.19,-0.368917175
31.51,339.2,-0.368909668
31.51,339.22,-0.368901581
31.51,339.24,-0.368891357
31.51,339.25,-0.368882202
31.51,339.27,-0.368874908
31.52,339.29,-0.368868042
31.52,339.3,-0.368861023
31.52,339.32,-0.368853241
31.52,339.34,-0.368842255
31.52,339.35,-0.368828125
31.52,339.37,-0.368812744
31.53,339.39,-0.368790955
31.53,339.4,-0.368775909
31.53,339.42,-0.368747986
31.53,339.44,-0.368719818
31.53,339.45,-0.368699066
31.53,339.47,-0.368675751
31.53,339.49,-0.368653595
31.54,339.5,-0.368637573
31.54,339.52,-0.368623291
31.54,339.54,-0.368608032
31.54,339.55,-0.36859491
31.54,339.57,-0.368581635
31.54,339.59,-0.368566711
31.55,339.6,-0.36855127
31.55,339.62,-0.368535339
31.55,339.64,-0.368522186
31.55,339.65,-0.368504883
31.55,339.67,-0.368492798
31.56,339.69,-0.368481384
31.56,339.7,-0.368468781
31.56,339.72,-0.368457153
31.56,339.74,-0.368445404
31.56,339.75,-0.368434021
31.56,339.77,-0.368421814
31.57,339.79,-0.368407196
31.57,339.8,-0.368390076
31.57,339.82,-0.368374054
31.57,339.84,-0.368350647
31.57,339.85,-0.368322846
31.57,339.87,-0.368291382
31.58,339.89,-0.368261383
31.58,339.9,-0.368222961
31.58,339.92,-0.368192352
31.58,339.94,-0.368172089
31.58,339.95,-0.368155182
31.58,339.97,-0.368139008
31.58,339.99,-0.368119721
31.59,340,-0.368103607
31.59,340.02,-0.368088654
31.59,340.04,-0.368073547
31.59,340.05,-0.36805838
31.59,340.07,-0.368043488
31.59,340.09,-0.368028076
31.6,340.1,-0.368013001
31.6,340.12,-0.367997803
31.6,340.14,-0.367982422
31.6,340.15,-0.367965546
31.6,340.17,-0.367950714
31.61,340.19,-0.367935028
31.61,340.2,-0.367920044
31.61,340.22,-0.367905243
31.61,340.24,-0.367889099
31.61,340.25,-0.367872742
31.61,340.27,-0.367856873
31.62,340.29,-0.367841827
31.62,340.3,-0.367825409
31.62,340.32,-0.367810394
31.62,340.34,-0.367795593
31.62,340.35,-0.367780426
31.62,340.37,-0.367765442
31.63,340.39,-0.367751343
31.63,340.4,-0.367736176
31.63,340.42,-0.367721893
31.63,340.44,-0.367707214
31.63,340.46,-0.367692688
31.63,340.47,-0.367678955
31.63,340.49,-0.367665192
31.64,340.51,-0.367651672
31.64,340.52,-0.36763736
31.64,340.54,-0.367622803
31.64,340.56,-0.367607666
31.64,340.57,-0.367592743
31.64,340.59,-0.367577637
31.65,340.61,-0.367561554
31.65,340.62,-0.367545013
31.65,340.64,-0.367529327
31.65,340.66,-0.367514008
31.65,340.67,-0.367499023
31.66,340.69,-0.367484406
31.66,340.71,-0.367471252
31.66,340.72,-0.367458069
31.66,340.74,-0.367444336
31.66,340.75,-0.367430084
31.66,340.77,-0.367416534
31.67,340.79,-0.367403778
31.67,340.81,-0.367390869
31.67,340.82,-0.367377197
31.67,340.84,-0.367363129
31.67,340.86,-0.367349274
31.67,340.87,-0.367334534
31.68,340.89,-0.36732016
31.68,340.9,-0.367306274
31.68,340.92,-0.367291779
31.68,340.94,-0.367275909
31.68,340.96,-0.36726004
31.68,340.97,-0.367245392
31.68,340.99,-0.367229858
31.69,341.01,-0.367214783
31.69,341.02,-0.367199005
31.69,341.04,-0.367183319
31.69,341.06,-0.367168671
31.69,341.07,-0.367154358
31.69,341.09,-0.367138641
31.7,341.11,-0.36712207
31.7,341.12,-0.367105866
31.7,341.14,-0.367089447
31.7,341.16,-0.367073822
31.7,341.17,-0.36705954
31.71,341.19,-0.367044983
31.71,341.21,-0.367031067
31.71,341.22,-0.367016815
31.71,341.24,-0.36700235
31.71,341.26,-0.366987854
31.71,341.27,-0.366972351
31.72,341.29,-0.366956482
31.72,341.31,-0.366940277
31.72,341.32,-0.366923798
31.72,341.34,-0.366907318
31.72,341.35,-0.366890533
31.72,341.37,-0.366873871
31.73,341.39,-0.366857239
31.73,341.4,-0.36684021
31.73,341.42,-0.3668237
31.73,341.44,-0.36680719
31.73,341.46,-0.366790558
31.73,341.47,-0.366775299
31.73,341.49,-0.366759369
31.74,341.51,-0.366742706
31.74,341.52,-0.366726318
31.74,341.54,-0.366710053
31.74,341.56,-0.366694916
31.74,341.57,-0.366679382
31.74,341.59,-0.36666394
31.75,341.61,-0.366648193
31.75,341.62,-0.366634155
31.75,341.64,-0.366620056
31.75,341.66,-0.366605042
31.75,341.67,-0.366589233
31.76,341.69,-0.366572113
31.76,341.71,-0.36655365
31.76,341.72,-0.366535187
31.76,341.74,-0.366516571
31.76,341.76,-0.366497528
31.76,341.77,-0.36647406
31.77,341.79,-0.366455597
31.77,341.81,-0.366437164
31.77,341.82,-0.366419952
31.77,341.84,-0.366403107
31.77,341.86,-0.366386475
31.77,341.87,-0.366369782
31.78,341.89,-0.366352844
31.78,341.91,-0.366336609
31.78,341.92,-0.366319305
31.78,341.94,-0.366303101
31.78,341.96,-0.366286438
31.78,341.97,-0.36627124
31.78,341.99,-0.366257355
31.79,342.01,-0.366244598
31.79,342.02,-0.366232513
31.79,342.04,-0.366221893
31.79,342.06,-0.366210877
31.79,342.07,-0.366199554
31.79,342.09,-0.366188324
31.8,342.11,-0.36617627
31.8,342.12,-0.366163605
31.8,342.14,-0.36614975
31.8,342.16,-0.366135468
31.8,342.17,-0.36612207
31.81,342.19,-0.366108978
31.81,342.21,-0.366095734
31.81,342.22,-0.366082214
31.81,342.24,-0.366069061
31.81,342.26,-0.366055939
31.81,342.27,-0.366041382
31.82,342.29,-0.366027802
31.82,342.31,-0.366012329
31.82,342.32,-0.365995758
31.82,342.34,-0.365978577
31.82,342.36,-0.365961365
31.82,342.37,-0.365944153
31.83,342.39,-0.365926514
31.83,342.41,-0.365908691
31.83,342.42,-0.365891663
31.83,342.44,-0.365875366
31.83,342.46,-0.365859772
31.83,342.47,-0.365844666
31.83,342.49,-0.365829681
31.84,342.51,-0.365813294
31.84,342.52,-0.365795563
31.84,342.54,-0.365777405
31.84,342.56,-0.365758789
31.84,342.57,-0.365737
31.84,342.59,-0.365716614
31.85,342.61,-0.365695496
31.85,342.62,-0.36567688
31.85,342.64,-0.365658203
31.85,342.66,-0.365639984
31.85,342.67,-0.365621124
31.86,342.69,-0.365602661
31.86,342.71,-0.365583618
31.86,342.72,-0.365564056
31.86,342.74,-0.365544861
31.86,342.76,-0.365515625
31.86,342.77,-0.365476624
31.87,342.79,-0.365450928
31.87,342.81,-0.36542099
31.87,342.82,-0.365400848
31.87,342.84,-0.36538031
31.87,342.86,-0.365360596
31.87,342.87,-0.365339966
31.88,342.89,-0.365319641
31.88,342.91,-0.365299316
31.88,342.92,-0.365278687
31.88,342.94,-0.365256805
31.88,342.96,-0.365224609
31.88,342.97,-0.365192078
31.88,342.99,-0.365160065
31.89,343.01,-0.365123291
31.89,343.02,-0.365066528
31.89,343.04,-0.365015381
31.89,343.06,-0.364935303
31.89,343.07,-0.364870453
31.89,343.09,-0.364824341
31.9,343.11,-0.364763886
31.9,343.12,-0.364732208
31.9,343.14,-0.364698761
31.9,343.16,-0.364668091
31.9,343.17,-0.364647003
31.91,343.19,-0.364626221
31.91,343.21,-0.36460495
31.91,343.22,-0.364585175
31.91,343.24,-0.364552399
31.91,343.26,-0.36451712
31.91,343.27,-0.364482575
31.92,343.29,-0.364452087
31.92,343.31,-0.364424225
31.92,343.32,-0.364389893
31.92,343.34,-0.364363129
31.92,343.36,-0.364332672
31.92,343.37,-0.364296661
31.93,343.39,-0.364260559
31.93,343.41,-0.36422113
31.93,343.42,-0.364173615
31.93,343.44,-0.364134918
31.93,343.46,-0.364104553
31.93,343.47,-0.364080719
31.93,343.49,-0.364042542
31.94,343.51,-0.363996948
31.94,343.52,-0.363957428
31.94,343.54,-0.363912537
31.94,343.56,-0.363856018
31.94,343.58,-0.363801453
31.94,343.59,-0.363752106
31.95,343.61,-0.363691559
31.95,343.62,-0.363621429
31.95,343.64,-0.363526825
31.95,343.66,-0.363458405
31.95,343.67,-0.363404053
31.96,343.69,-0.36336676
31.96,343.71,-0.363338196
31.96,343.72,-0.363315857
31.96,343.74,-0.363286438
31.96,343.76,-0.363259644
31.96,343.77,-0.363236572
31.97,343.79,-0.363192993
31.97,343.81,-0.363146271
31.97,343.83,-0.363085968
31.97,343.84,-0.363033966
31.97,343.86,-0.362979797
31.97,343.88,-0.362917236
31.98,343.89,-0.362858765
31.98,343.91,-0.362792145
31.98,343.92,-0.362698731
31.98,343.94,-0.362598236
31.98,343.96,-0.362515076
31.98,343.98,-0.362426483
31.98,343.99,-0.362352478
31.99,344.01,-0.362302826
31.99,344.03,-0.362248016
31.99,344.04,-0.362196838
31.99,344.06,-0.362151947
31.99,344.07,-0.36211618
31.99,344.09,-0.362076782
32,344.11,-0.36200943
32,344.13,-0.361939148
32,344.14,-0.361877747
32,344.16,-0.361817108
32,344.18,-0.361756043
32.01,344.19,-0.361706085
32.01,344.21,-0.361642883
32.01,344.22,-0.361594574
32.01,344.24,-0.361529999
32.01,344.26,-0.361459412
32.01,344.28,-0.36137793
32.02,344.29,-0.36129834
32.02,344.31,-0.361208252
32.02,344.33,-0.36112265
32.02,344.34,-0.361033417
32.02,344.36,-0.360953949
32.02,344.38,-0.360898407
32.03,344.39,-0.360824249
32.03,344.41,-0.36078894
32.03,344.43,-0.360748352
32.03,344.44,-0.360704712
32.03,344.46,-0.360650391
32.03,344.48,-0.360599793
32.03,344.49,-0.360549042
32.04,344.51,-0.360465241
32.04,344.53,-0.360380035
32.04,344.54,-0.36029596
32.04,344.56,-0.360198273
32.04,344.58,-0.360120331
32.04,344.59,-0.360033783
32.05,344.61,-0.359957672
32.05,344.63,-0.359881134
32.05,344.64,-0.359789795
32.05,344.66,-0.359684296
32.05,344.68,-0.359599091
32.06,344.69,-0.359509186
32.06,344.71,-0.359432556
32.06,344.73,-0.359369995
32.06,344.74,-0.359286682
32.06,344.76,-0.359180542
32.06,344.78,-0.359084412
32.07,344.79,-0.358995239
32.07,344.81,-0.358930298
32.07,344.83,-0.358852295
32.07,344.84,-0.358774994
32.07,344.86,-0.358704987
32.07,344.88,-0.35861142
32.08,344.89,-0.358526306
32.08,344.91,-0.358449585
32.08,344.93,-0.358392029
32.08,344.94,-0.358327332
32.08,344.96,-0.358261993
32.08,344.98,-0.358190796
32.08,344.99,-0.358117584
32.09,345.01,-0.358069336
32.09,345.03,-0.3580112
32.09,345.04,-0.357958679
32.09,345.06,-0.357877533
32.09,345.08,-0.357793915
32.09,345.09,-0.357699371
32.1,345.11,-0.357607239
32.1,345.13,-0.35752121
32.1,345.15,-0.35742041
32.1,345.16,-0.357301605
32.1,345.18,-0.357206848
32.11,345.19,-0.357115173
32.11,345.21,-0.357021729
32.11,345.23,-0.356929535
32.11,345.24,-0.356847992
32.11,345.26,-0.356778992
32.11,345.28,-0.356702728
32.12,345.29,-0.356610687
32.12,345.31,-0.356536346
32.12,345.33,-0.356478394
32.12,345.35,-0.356426331
32.12,345.36,-0.356378815
32.12,345.38,-0.356288605
32.13,345.4,-0.356165375
32.13,345.41,-0.356032013
32.13,345.43,-0.35587323
32.13,345.44,-0.3557547
32.13,345.46,-0.355635223
32.13,345.48,-0.355544952
32.13,345.49,-0.355462158
32.14,345.51,-0.355377838
32.14,345.53,-0.355283234
32.14,345.55,-0.355206299
32.14,345.56,-0.355115631
32.14,345.58,-0.35502417
32.14,345.59,-0.354922211
32.15,345.61,-0.354830719
32.15,345.63,-0.354742096
32.15,345.64,-0.354633942
32.15,345.66,-0.354544647
32.15,345.68,-0.354453308
32.16,345.7,-0.354372894
32.16,345.71,-0.354279053
32.16,345.73,-0.354212799
32.16,345.75,-0.354133575
32.16,345.76,-0.354028626
32.16,345.78,-0.353911896
32.17,345.79,-0.35381488
32.17,345.81,-0.353724426
32.17,345.83,-0.35364032
32.17,345.84,-0.353573029
32.17,345.86,-0.35352179
32.17,345.88,-0.353477997
32.18,345.9,-0.353421265
32.18,345.91,-0.353360962
32.18,345.93,-0.353301178
32.18,345.95,-0.353215851
32.18,345.96,-0.353119354
32.18,345.98,-0.35299942
32.18,346,-0.352855042
32.19,346.01,-0.352717651
32.19,346.03,-0.352585419
32.19,346.05,-0.352463135
32.19,346.06,-0.352344177
32.19,346.08,-0.352248352
32.19,346.1,-0.352201599
32.2,346.11,-0.352184906
32.2,346.13,-0.352173096
32.2,346.15,-0.352172302
32.2,346.16,-0.35222995
32.2,346.18,-0.352504395
32.21,346.2,-0.353498047
32.21,346.21,-0.355224579
32.21,346.23,-0.35756955
32.21,346.25,-0.359451996
32.21,346.26,-0.360664124
32.21,346.28,-0.36127475
32.22,346.29,-0.361703552
32.22,346.31,-0.361930389
32.22,346.33,-0.362085144
32.22,346.34,-0.362000977
32.22,346.36,-0.362015228
32.22,346.38,-0.362061188
32.23,346.39,-0.362016083
32.23,346.41,-0.361886841
32.23,346.43,-0.361764465
32.23,346.44,-0.361693085
32.23,346.46,-0.361575073
32.23,346.48,-0.361480988
32.23,346.49,-0.36140686
32.24,346.51,-0.361333435
32.24,346.53,-0.361255096
32.24,346.54,-0.361182465
32.24,346.56,-0.361120178
32.24,346.58,-0.361065674
32.24,346.59,-0.361018829
32.25,346.61,-0.360856415
32.25,346.63,-0.3607276
32.25,346.64,-0.360623566
32.25,346.66,-0.360541382
32.25,346.68,-0.360474274
32.26,346.69,-0.360422669
32.26,346.71,-0.360388489
32.26,346.73,-0.360369507
32.26,346.74,-0.360346283
32.26,346.76,-0.360311829
32.26,346.78,-0.360259003
32.27,346.79,-0.360197876
32.27,346.81,-0.360139496
32.27,346.83,-0.360057373
32.27,346.84,-0.359986389
32.27,346.86,-0.359921112
32.27,346.88,-0.359850037
32.28,346.89,-0.359785492
32.28,346.91,-0.359712555
32.28,346.93,-0.359611633
32.28,346.94,-0.359487152
32.28,346.96,-0.359323181
32.28,346.98,-0.359117706
32.28,346.99,-0.358861176
32.29,347.01,-0.358543762
32.29,347.03,-0.358208588
32.29,347.04,-0.35792096
32.29,347.06,-0.357651428
32.29,347.08,-0.35731778
32.29,347.09,-0.357023804
32.3,347.11,-0.356679016
32.3,347.13,-0.356335632
32.3,347.14,-0.356061829
32.3,347.16,-0.355796753
32.3,347.18,-0.355554932
32.31,347.2,-0.355293762
32.31,347.21,-0.355004425
32.31,347.23,-0.354713074
32.31,347.25,-0.354399506
32.31,347.26,-0.354070923
32.31,347.28,-0.353721252
32.32,347.3,-0.353286774
32.32,347.31,-0.35285434
32.32,347.33,-0.352435577
32.32,347.35,-0.352089752
